ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
5117,4212,Three,2.5,681439,19xx,?,33.866913,?
5118,4682,?,?,545384,1983,Midtown,?,?
5119,?,4,?,350404,1901,Outskirts,?,-118.031488
5120,?,Three,?,126395,1945,Uptown,33.893711,-117.977985
5121,?,3,2.5,102180,1918,Uptown,?,?
5122,large,?,1.1260810645839494,505659,2022,Suburbs,34.787765,?
5123,?,1,?,333374,?,Uptown,?,-117.908322
5124,9081,Three,?,185397,?,Midtown,?,-118.437826
5125,5428,Three,2.5,638746,1951,Uptown,33.679657,-118.812051
5126,9376,5,?,175855,?,Uptown,33.999415,?
5127,?,?,2.5,695565,?,Outskirts,34.678342,-118.573105
5128,large,?,?,511181,1997,?,34.47042,?
5129,?,?,2.305205271451635,198007,1964,Midtown,?,?
5130,large,6,2.0409519393117663,362462,1923,Midtown,?,?
5131,?,6,2.1001376466930894,566073,?,Suburbs,?,-118.868826
5132,?,Three,3.6853442128883804,542800,?,Outskirts,?,?
5133,large,Three,2.5,171958,1976,Suburbs,33.712743,?
5134,9752,1,?,314849,1961,Midtown,34.199819,-117.94058
5135,large,Three,?,170715,1948,Midtown,33.889647,-118.173626
5136,large,?,2.5,479914,19xx,Downtown,34.777111,-118.441257
5137,large,Three,1.7609226641500624,294392,19xx,Suburbs,?,?
5138,?,Three,2.5,132831,19xx,Midtown,?,?
5139,7198,1,2.5533532939296166,624295,19xx,Midtown,34.487851,-118.43213
5140,8575,?,2.5,652362,1937,Midtown,?,-118.530218
5141,large,?,?,181172,?,Uptown,?,-118.81254
5142,9301,?,2.5,318803,2010,Midtown,?,-118.699447
5143,large,1,1.3141262562046916,558297,19xx,?,?,?
5144,large,6,2.5,397318,1918,Suburbs,34.219688,?
5145,large,1,?,776364,1946,?,?,?
5146,6576,Three,2.5,435311,?,Suburbs,34.398132,-118.510471
5147,?,?,2.93291302853606,629159,1987,Midtown,34.70003,-117.918225
5148,?,?,2.5,548057,?,?,34.273488,?
5149,?,?,?,672102,?,?,34.687823,-118.268386
5150,7015,?,?,308127,19xx,Outskirts,33.878813,-118.40278
5151,10230,5,2.5,333753,19xx,?,?,-118.697367
5152,large,?,?,295030,?,Suburbs,33.6143,-118.257072
5153,4778,Three,?,206995,19xx,Suburbs,?,-118.338108
5154,5423,Three,2.6078956653393974,305204,?,Outskirts,?,?
5155,large,2,2.5,128156,?,Suburbs,34.349028,?
5156,?,?,2.610468070178216,211897,1980,Suburbs,34.598037,?
5157,large,?,3.8284799637924256,135194,2018,Downtown,34.591285,-118.138328
5158,8318,Three,?,415074,?,Outskirts,?,?
5159,?,Three,2.5,738645,19xx,Suburbs,?,?
5160,large,4,2.5,187921,?,Outskirts,?,-117.578348
5161,6922,Three,?,505953,19xx,Midtown,?,-118.574138
5162,6122,2,1.968938123782138,451722,19xx,Outskirts,?,-117.774243
5163,large,Three,1.1495802650477385,347579,19xx,Suburbs,34.014252,-117.967757
5164,large,5,?,124720,19xx,Outskirts,?,-118.269573
5165,large,5,?,769413,19xx,Suburbs,?,-118.55762
5166,?,Three,2.361120257504661,419515,?,Suburbs,33.597587,-118.591303
5167,10311,?,3.7745095601734038,550387,1988,Downtown,?,-118.98055
5168,?,1,?,304546,19xx,?,?,?
5169,?,5,3.874626379302682,559634,?,?,?,?
5170,8127,Three,?,220355,19xx,Downtown,34.732942,-118.592404
5171,?,?,2.5,237665,?,Outskirts,34.473029,-118.909827
5172,large,?,2.5,616709,?,?,?,-117.848524
5173,large,?,2.5,473130,?,Downtown,?,-117.53867
5174,?,Three,2.5,588048,?,Midtown,34.128943,?
5175,?,?,?,752766,2000,Midtown,33.617894,-118.456842
5176,large,5,?,208674,19xx,Suburbs,34.324356,-117.530525
5177,?,Three,2.5,750609,1962,Midtown,?,-118.759447
5178,?,Three,2.5,403473,1956,?,34.57109,-118.303873
5179,?,Three,?,209408,19xx,Uptown,?,?
5180,?,Three,1.180603018095518,578802,1993,Suburbs,33.807829,?
5181,large,Three,?,771063,19xx,Midtown,?,?
5182,large,5,?,261944,?,Midtown,34.204527,-118.02386
5183,large,Three,?,288084,1922,Uptown,?,-118.40654
5184,?,?,?,289869,?,Suburbs,?,?
5185,6190,3,2.5,771300,1990,Outskirts,?,?
5186,large,1,?,283775,2023,?,34.373496,-117.702819
5187,large,Three,?,551116,1918,Midtown,?,-117.717449
5188,large,Three,2.5,395020,1959,Outskirts,34.326385,?
5189,large,2,2.5,373219,1915,Downtown,?,?
5190,?,4,2.5,454917,1980,Suburbs,34.268451,?
5191,8147,4,?,489110,1991,Suburbs,34.556745,?
5192,8580,?,3.88960218875022,342308,1982,Outskirts,?,?
5193,?,?,2.5,515635,2000,Midtown,?,?
5194,large,?,?,499465,19xx,Downtown,?,?
5195,?,?,1.2752952936161837,209699,?,Suburbs,34.285727,?
5196,?,Three,?,759567,?,Outskirts,?,-118.278735
5197,?,6,2.5,369610,2002,Downtown,34.014747,?
5198,10864,Three,3.681481637394679,141979,?,Suburbs,?,-118.939695
5199,?,1,?,361825,1997,Uptown,?,-118.575392
5200,?,Three,?,747814,?,Uptown,34.319264,?
5201,?,3,3.4409607564298446,656792,1964,?,?,?
5202,?,5,2.5,676665,1945,?,?,?
5203,large,3,2.5,760662,1905,Downtown,34.021143,?
5204,?,?,3.0444932645610607,781291,?,?,33.802209,-118.990025
5205,7867,?,3.4185949964730336,559238,?,Outskirts,?,-118.469137
5206,large,?,3.483901651517916,571067,19xx,Uptown,?,-118.033886
5207,large,4,2.5,714418,19xx,Suburbs,?,-118.329029
5208,6436,Three,?,305333,19xx,Downtown,?,-118.810812
5209,?,Three,2.5,529205,?,Downtown,33.560864,?
5210,?,Three,?,710593,1941,Midtown,33.539245,?
5211,5097,?,?,788691,1911,Midtown,?,-117.675094
5212,large,?,1.950445762566247,144345,?,Outskirts,34.062742,-118.051953
5213,4613,?,?,744389,?,Outskirts,?,?
5214,?,Three,2.5,676546,19xx,Outskirts,?,-118.389694
5215,10095,2,2.5,516839,?,Downtown,?,?
5216,?,Three,2.8622876036146563,419350,19xx,?,?,-117.703582
5217,large,Three,?,732646,?,Downtown,?,?
5218,4517,?,1.3437416941013982,529273,19xx,?,?,?
5219,?,1,?,650109,19xx,Downtown,33.807242,-118.522866
5220,large,Three,2.5,157562,1969,Downtown,34.017045,?
5221,5122,4,1.6188935945718428,492966,2022,Outskirts,34.743872,?
5222,?,2,2.562412154340267,245489,19xx,Downtown,34.381559,-117.892938
5223,?,1,2.753077831015096,129065,1936,Outskirts,?,-118.749971
5224,large,Three,2.5,473798,1929,Outskirts,?,-118.175671
5225,10688,?,2.5,490732,19xx,Uptown,?,?
5226,8640,?,2.5,310514,?,Outskirts,?,?
5227,large,?,3.1528828341131963,268235,1951,Uptown,?,-118.633632
5228,?,6,1.481602147290522,570002,1942,Outskirts,34.627745,-118.730385
5229,6211,4,2.5,274608,2003,Midtown,34.019558,-117.825579
5230,?,Three,?,263930,1949,Uptown,33.785469,?
5231,5303,Three,?,465201,19xx,Downtown,?,?
5232,4188,?,?,222459,1990,?,33.682756,-118.313251
5233,?,3,2.5,214236,1962,Uptown,?,?
5234,large,Three,?,277855,?,Suburbs,?,?
5235,4192,Three,?,438955,19xx,Suburbs,?,?
5236,7150,2,2.5,508933,2009,Midtown,33.540388,-117.732781
5237,?,Three,?,150115,2014,Midtown,?,?
5238,?,Three,2.5,572606,?,Outskirts,?,?
5239,?,3,?,346184,?,Uptown,?,?
5240,10689,Three,?,231512,1928,Midtown,34.326977,?
5241,?,Three,?,664834,1967,Uptown,?,-117.723875
5242,large,?,1.492703717981948,748138,19xx,Suburbs,34.432587,?
5243,6645,2,?,493470,1987,Outskirts,?,?
5244,large,Three,1.3696014965608478,128240,19xx,Suburbs,?,-117.672514
5245,?,Three,3.8591280119408147,708591,?,Downtown,34.072232,?
5246,large,3,?,617784,?,Uptown,33.842043,?
5247,large,2,?,431674,1999,Midtown,?,-118.50129
5248,?,Three,2.5,754121,1911,Midtown,?,-118.098069
5249,?,4,1.1396901733858875,713208,1928,Outskirts,?,?
5250,large,Three,1.4838174445934786,527846,19xx,Midtown,?,?
5251,?,Three,2.5,321234,1907,Midtown,?,?
5252,?,?,2.5,777648,19xx,Outskirts,33.767747,-118.400952
5253,4712,?,?,740603,1995,?,?,?
5254,large,?,?,511626,19xx,Downtown,34.439894,?
5255,large,5,?,683890,19xx,?,?,?
5256,10943,Three,2.949669852664191,467565,1987,Outskirts,34.220367,-118.707709
5257,large,?,?,269655,?,Midtown,?,-118.770106
5258,large,Three,2.5,646542,19xx,Outskirts,?,-118.191274
5259,large,Three,2.5,264546,?,Midtown,?,?
5260,6853,?,2.3237813942131726,513281,1968,Midtown,?,?
5261,?,Three,?,151702,19xx,Uptown,?,-118.762482
5262,11551,Three,2.5174505096487088,720838,19xx,Midtown,?,-118.042568
5263,?,?,2.5,653733,2011,Suburbs,34.732658,-118.335348
5264,6216,?,?,598617,19xx,?,34.23496,-118.920266
5265,?,Three,2.5,708188,?,Uptown,34.763774,?
5266,11568,Three,3.3205837002242466,501646,19xx,?,33.889501,-118.14438
5267,7247,2,?,118805,19xx,?,?,-117.571458
5268,?,6,1.0776549296646663,265130,?,Downtown,?,-118.082075
5269,large,Three,3.5288346218527877,446362,19xx,Downtown,?,-118.609531
5270,?,Three,2.5,620976,19xx,Suburbs,33.891256,-118.937919
5271,?,?,2.5,672089,19xx,Uptown,?,-117.667582
5272,4371,?,2.5,205229,?,Downtown,34.47892,-118.672718
5273,large,Three,2.5462116249262228,379162,19xx,?,?,?
5274,?,3,1.4530569907100355,406480,19xx,Uptown,?,?
5275,?,?,?,763037,1971,Uptown,?,?
5276,?,Three,1.9139441207838124,799270,2000,Midtown,34.552818,-117.544713
5277,10919,?,3.4451463298529417,117931,?,Downtown,?,-118.95124
5278,11229,?,2.197494743571375,152601,1908,Uptown,?,-117.890543
5279,?,3,?,474015,19xx,?,?,-117.682192
5280,5820,4,1.0131843498273934,195744,2018,Suburbs,?,-118.859571
5281,?,4,2.5,564558,?,Suburbs,?,-118.528574
5282,large,Three,2.5,591371,?,Midtown,34.407487,?
5283,?,1,2.967923635059207,698997,19xx,Midtown,34.318506,?
5284,large,?,?,130774,1938,Midtown,?,?
5285,large,Three,?,458683,19xx,Outskirts,34.757675,?
5286,large,?,3.475480262663826,536455,1946,Midtown,?,?
5287,?,Three,2.5,364908,1985,?,34.401747,?
5288,8111,Three,1.9613655126304492,260083,19xx,?,?,?
5289,6727,5,?,440187,19xx,Suburbs,33.632041,-118.233169
5290,?,Three,2.766916169072764,141621,1922,Suburbs,34.03083,?
5291,?,2,?,396887,1976,Uptown,33.846952,-117.599014
5292,large,?,2.5,569911,?,Midtown,34.434724,-118.232591
5293,4408,3,?,558458,?,?,?,?
5294,11088,?,2.5,168558,19xx,Uptown,?,-117.970624
5295,6528,?,3.941456881190226,590532,?,?,34.70019,-118.576235
5296,large,Three,2.5,474412,1925,Outskirts,34.789396,-118.104137
5297,large,4,3.8402550891346814,207427,19xx,Uptown,?,-117.758523
5298,?,?,2.5,682392,19xx,Downtown,?,-117.532678
5299,large,?,1.946870103945036,270540,?,Outskirts,?,-118.85642
5300,10607,?,2.5,600249,1971,Midtown,34.747009,-118.747476
5301,?,?,2.5,417990,19xx,Suburbs,33.602397,-118.787521
5302,4939,2,1.3403070798943113,284464,1984,Suburbs,?,?
5303,large,Three,1.0321646257002663,664225,19xx,Suburbs,33.623006,?
5304,7264,?,3.9351563400121705,419496,19xx,Downtown,34.650915,?
5305,?,Three,2.5,498628,1955,?,33.792054,-118.908815
5306,?,Three,2.5,611709,?,Suburbs,33.866403,-118.560202
5307,large,?,2.71700695790202,547846,?,Outskirts,34.324906,?
5308,11908,Three,2.5,706287,1953,Downtown,?,-118.315466
5309,?,?,1.4437103401610156,388441,1907,Downtown,34.305581,-118.762883
5310,?,?,2.5,481373,?,Uptown,?,-117.822658
5311,5475,?,3.830966722845134,735679,1952,Midtown,34.407662,?
5312,10309,Three,?,625058,19xx,?,?,-118.705057
5313,9891,?,2.5,710970,19xx,Uptown,33.559239,-118.737895
5314,10796,2,?,105094,19xx,?,34.136926,?
5315,large,Three,1.3644374526163154,588562,1942,Midtown,33.650525,?
5316,?,Three,2.5,381495,1916,Suburbs,?,-118.823451
5317,5011,5,2.839975959689205,187108,19xx,Suburbs,33.533694,-117.882444
5318,large,?,1.2083506348982542,233435,19xx,Uptown,34.524521,-117.779679
5319,large,?,3.811142823443084,662438,1915,Midtown,?,-118.335594
5320,large,?,2.148812676230453,188518,19xx,Midtown,?,-118.858636
5321,?,3,3.0957775548171305,615205,19xx,Suburbs,?,?
5322,large,?,2.5,244511,2008,Outskirts,33.739599,-118.211443
5323,large,?,1.8501476748710446,124035,1957,Outskirts,34.702181,-117.573747
5324,large,?,2.5,626777,19xx,Midtown,34.690931,?
5325,4264,6,2.5,583767,19xx,Suburbs,33.569923,-118.923515
5326,large,?,2.5,407009,19xx,Midtown,34.772153,-118.744508
5327,9631,Three,2.5,313193,19xx,Midtown,34.485542,-118.42887
5328,large,4,2.2720837933407667,328878,19xx,Suburbs,?,?
5329,large,?,2.6323431785758524,582226,?,Midtown,?,?
5330,6916,?,2.5,480259,2010,Midtown,34.188414,?
5331,?,4,2.0604457837513444,377391,19xx,Midtown,?,-117.810046
5332,large,?,?,114868,19xx,Outskirts,34.374659,?
5333,11793,?,2.5,758593,1997,Uptown,?,?
5334,large,4,2.509721312905112,613627,19xx,Outskirts,?,?
5335,large,3,?,757627,?,Uptown,34.354532,-118.084607
5336,7130,?,1.139850140749139,142110,1930,Downtown,34.6103,?
5337,large,?,3.5583491680422874,320725,1981,Uptown,34.508154,-118.028145
5338,?,?,?,600718,?,Suburbs,33.756645,-118.032326
5339,5621,?,2.5,323805,?,Downtown,34.309902,?
5340,?,Three,?,643641,2002,Outskirts,?,?
5341,9829,Three,?,267653,19xx,Downtown,33.76929,?
5342,7288,6,?,723620,?,Uptown,33.920011,?
5343,?,Three,2.5,744325,?,Uptown,34.612803,?
5344,large,Three,2.773383058005253,695594,?,Midtown,34.241196,-118.397779
5345,11282,?,?,360796,?,Midtown,34.143952,?
5346,large,?,?,675758,1949,Downtown,?,?
5347,?,Three,3.499128423916228,760968,1980,Downtown,?,-118.44247
5348,large,?,2.79991247355369,242520,1953,Suburbs,34.647852,-117.778836
5349,?,4,2.5,362588,?,Outskirts,?,-117.520386
5350,9572,?,2.85765954519739,146723,?,Suburbs,34.513496,?
5351,9407,4,3.4222773827126005,300807,1999,Outskirts,34.75013,-118.353831
5352,11699,3,2.5,575442,?,Outskirts,33.522957,?
5353,large,Three,2.5,774725,19xx,?,?,-118.35694
5354,4220,Three,?,487968,1996,Suburbs,34.564385,-117.648755
5355,?,2,2.5,618257,19xx,Uptown,34.174125,-118.704627
5356,?,3,2.5,478172,?,Outskirts,?,?
5357,large,?,2.5,565584,?,Midtown,?,?
5358,6207,?,2.5,785376,?,Suburbs,33.856539,?
5359,7367,1,?,174957,?,Downtown,?,?
5360,5246,3,?,147268,?,?,34.601805,?
5361,8639,?,2.5,682751,19xx,Suburbs,33.679182,?
5362,large,?,2.5,291311,1959,Suburbs,?,?
5363,7302,4,2.5,368111,19xx,Suburbs,?,-117.662439
5364,?,?,?,451506,1928,?,?,?
5365,?,?,2.5,786230,19xx,?,34.154981,?
5366,9307,Three,?,449089,19xx,Uptown,?,?
5367,?,2,2.5,735735,19xx,Suburbs,?,?
5368,5319,Three,2.5,783456,1989,Downtown,?,-118.066959
5369,?,Three,1.5440870108734326,251836,19xx,?,34.550306,?
5370,large,5,?,262704,19xx,Downtown,33.945102,?
5371,11140,?,?,584766,?,Outskirts,?,?
5372,?,?,3.555759328601162,566912,?,?,?,-118.957197
5373,?,Three,2.8206250195515525,599593,?,Midtown,34.608991,?
5374,large,Three,2.5,186090,19xx,Downtown,34.146888,-117.712772
5375,large,Three,2.5,690623,1908,Midtown,33.844132,-117.593712
5376,?,Three,2.5,294386,?,?,33.6701,-117.645221
5377,large,Three,?,455564,19xx,Suburbs,34.482694,?
5378,?,Three,?,598199,?,Midtown,?,-118.790555
5379,?,Three,2.5,441489,?,?,?,-117.533063
5380,5608,Three,1.983853449802898,465871,1955,Midtown,34.716099,-117.708115
5381,9852,6,?,776216,?,Uptown,33.785498,-118.683043
5382,11882,?,?,169983,19xx,Midtown,?,?
5383,?,4,1.431218023134198,564827,19xx,Midtown,?,-117.566989
5384,large,3,?,609384,2022,?,34.037129,-117.661912
5385,11119,Three,2.4695983638528727,518583,?,?,?,?
5386,?,5,2.5,136877,19xx,Downtown,34.487227,-117.776067
5387,8044,?,?,179119,?,Downtown,34.769932,-118.476557
5388,large,6,2.5,529323,2020,Outskirts,33.829125,?
5389,8811,Three,1.4655857141114588,169559,19xx,Suburbs,?,-118.901132
5390,?,?,1.9474640371002963,620338,19xx,Uptown,?,?
5391,?,?,2.5,493311,2011,Uptown,?,-118.789871
5392,large,Three,2.1957079783878615,434449,?,?,?,-118.840025
5393,6750,?,3.0342892862406314,527485,?,Midtown,?,?
5394,?,Three,?,371430,19xx,?,?,-117.717964
5395,large,1,3.6336097668933514,677465,19xx,Uptown,34.463222,?
5396,4432,6,?,464200,?,?,34.207554,-118.19587
5397,5638,?,2.2476399347249343,131323,1983,Suburbs,?,?
5398,?,?,2.5,506771,?,Suburbs,?,-117.577566
5399,7553,?,?,182524,19xx,Uptown,33.633988,-118.711039
5400,large,Three,2.5,247959,1962,Midtown,?,?
5401,large,?,3.685674905066847,626670,19xx,Suburbs,?,?
5402,large,Three,?,359483,1957,Suburbs,?,-118.284995
5403,5330,Three,?,232161,1907,Outskirts,?,-117.911943
5404,large,?,?,419747,?,Outskirts,34.538022,-118.823148
5405,4015,?,2.5,413246,19xx,Midtown,34.259613,?
5406,large,Three,2.5,651747,19xx,Downtown,33.698178,-117.996476
5407,?,Three,?,377887,?,Suburbs,34.483835,-118.721797
5408,5471,4,?,337421,1924,Downtown,?,-118.45252
5409,6362,6,2.5,321435,?,Midtown,?,?
5410,4305,?,2.5,403433,?,Outskirts,?,?
5411,?,?,2.5,642855,19xx,Outskirts,?,?
5412,?,Three,3.7409758177976253,279845,19xx,?,33.669764,?
5413,4356,1,1.7851853969138878,458984,?,Uptown,?,?
5414,9353,6,?,128384,1910,Midtown,?,-117.809485
5415,large,5,2.5,185643,1966,Downtown,34.078221,?
5416,10160,?,1.4735542938795954,439991,?,Downtown,?,?
5417,?,?,?,535503,1988,Downtown,?,?
5418,5703,?,2.5,457465,19xx,Uptown,34.468828,?
5419,large,5,2.5,217276,19xx,Suburbs,34.430822,-118.014999
5420,?,?,?,313236,1916,Uptown,?,?
5421,?,2,2.5,564972,19xx,Uptown,?,?
5422,large,2,?,436361,1969,Outskirts,34.487524,?
5423,?,Three,3.5565666837052388,247551,19xx,Downtown,?,?
5424,large,5,2.5,551616,?,?,?,-117.839874
5425,large,4,?,195157,?,Suburbs,?,-117.733096
5426,?,6,3.1090781200001367,743998,?,Suburbs,34.711561,?
5427,5094,?,1.4512484293600985,327235,?,?,34.380973,-117.99903
5428,large,Three,1.1936131878885858,582677,2017,Downtown,?,?
5429,?,?,?,755822,?,Downtown,?,-117.555964
5430,7233,Three,2.5,299582,19xx,Downtown,34.732958,-118.622067
5431,large,Three,?,338906,19xx,Midtown,34.265298,-118.55621
5432,?,?,2.5,258626,?,Midtown,34.046517,-118.207633
5433,6610,Three,1.5652450194262442,124703,1932,?,34.280914,?
5434,large,6,1.7446950672957475,659079,19xx,Uptown,33.725749,?
5435,large,Three,?,347401,?,Downtown,33.706348,-118.069056
5436,?,Three,2.5,497242,2021,Downtown,34.535932,?
5437,4467,Three,?,232137,1980,Midtown,?,?
5438,11931,2,?,343432,1914,Downtown,33.718483,?
5439,10907,1,?,457125,1978,?,?,?
5440,?,?,2.7912616046620626,689769,?,Uptown,33.652735,-118.153239
5441,large,?,1.8909733159928792,186276,2000,?,34.007396,-118.362307
5442,?,4,?,100134,2003,Outskirts,34.799793,-118.348936
5443,large,Three,?,780199,19xx,?,?,?
5444,?,?,2.2525647374268942,761551,?,Suburbs,?,?
5445,?,Three,3.0610980109104244,269069,?,?,33.726849,?
5446,10490,1,?,366560,?,Downtown,?,?
5447,large,6,2.5,219515,19xx,Midtown,33.613856,?
5448,large,Three,2.5,574785,1967,Suburbs,34.469771,?
5449,9820,6,?,375508,?,Suburbs,?,?
5450,11084,1,2.5,795382,19xx,Outskirts,?,?
5451,7119,1,3.4192989138639818,797669,?,Suburbs,34.110154,?
5452,large,6,1.9741622706599036,108517,2004,Downtown,33.928149,?
5453,?,5,1.8621308622368855,437502,19xx,Uptown,?,-118.716472
5454,?,?,?,643054,?,?,34.409373,-117.62233
5455,?,Three,2.5,139354,1993,?,34.362068,-117.848193
5456,?,?,?,565713,19xx,Downtown,34.733811,?
5457,?,Three,?,117734,1981,?,33.700185,?
5458,large,?,?,394285,19xx,Suburbs,33.646922,-117.98336
5459,4995,Three,?,345510,19xx,Outskirts,33.823581,?
5460,large,?,?,183738,19xx,Outskirts,?,?
5461,large,?,1.8053268370355284,183354,1915,Downtown,?,-118.600825
5462,?,Three,?,253527,?,Uptown,34.254863,?
5463,?,Three,2.5,617193,19xx,Downtown,34.718715,?
5464,large,?,3.2405397955965998,759533,2003,Midtown,33.834845,?
5465,?,?,?,641321,?,Uptown,?,-118.532967
5466,7429,3,1.8287283116530348,248302,?,Outskirts,?,-118.03213
5467,large,3,2.5,424857,19xx,Downtown,?,?
5468,large,?,2.5,510422,?,Suburbs,?,-118.024139
5469,9810,Three,2.725868720498883,237813,?,?,?,-117.705246
5470,large,4,1.3660824368971025,271636,?,Downtown,33.765082,?
5471,?,?,2.5,748199,?,Suburbs,?,?
5472,large,?,2.5,488973,1951,Outskirts,34.703787,?
5473,?,?,2.5,209214,19xx,Suburbs,?,?
5474,8489,5,2.5,360906,?,?,?,-118.528643
5475,?,Three,2.5,544831,19xx,?,34.254635,?
5476,?,6,2.5,692979,?,Uptown,?,?
5477,?,Three,2.5,560868,1947,Uptown,?,-117.934981
5478,9061,3,1.567354252103598,418158,19xx,Downtown,?,?
5479,5671,Three,2.5,437263,19xx,?,34.245554,?
5480,large,5,?,745525,19xx,Midtown,?,-117.612975
5481,?,Three,2.5,742547,1981,?,34.022601,-118.108377
5482,large,Three,1.792495076102616,163551,?,Downtown,34.166538,?
5483,large,?,3.5464343228318507,235612,?,Downtown,33.817184,-117.568306
5484,9411,?,3.857924283447557,794017,19xx,Outskirts,?,-118.144656
5485,?,6,2.5,429882,?,Midtown,?,?
5486,?,Three,?,537289,1952,Midtown,?,?
5487,large,?,?,741490,1994,?,34.134855,-118.879536
5488,large,?,?,740252,19xx,Downtown,?,?
5489,?,?,1.7791326403262693,560868,?,Downtown,?,?
5490,large,?,2.3682818258472835,603015,1933,?,?,?
5491,?,?,2.5,775175,1953,Uptown,?,?
5492,7674,2,3.3667260318014725,206336,1908,?,33.512217,?
5493,?,Three,1.0866638294151785,152622,?,Midtown,?,-118.916507
5494,?,Three,3.702304903194837,782470,?,Uptown,33.660294,?
5495,?,1,2.7447961311058227,122283,?,Suburbs,33.952649,?
5496,large,1,2.5,125276,?,Downtown,?,-117.652881
5497,4768,5,?,482685,?,Suburbs,33.90151,?
5498,8130,Three,2.549214698105804,760852,19xx,Uptown,?,-118.363453
5499,4058,?,?,259035,1971,Downtown,33.596275,?
5500,8891,?,1.3945088552082678,316047,?,Downtown,34.134564,?
5501,11082,Three,2.5,620325,?,Downtown,34.257785,-117.754858
5502,10129,Three,?,655859,19xx,Outskirts,?,?
5503,?,Three,3.2469012722550055,793617,19xx,Downtown,33.750307,-117.684593
5504,?,2,2.5,644856,19xx,Downtown,34.718672,?
5505,4216,Three,?,535517,19xx,Suburbs,?,-118.053744
5506,large,?,?,229668,?,Outskirts,33.564401,-117.886521
5507,9388,?,2.5,330634,?,Outskirts,?,?
5508,8174,?,?,534829,19xx,Uptown,34.336694,?
5509,?,?,2.5,304426,?,Suburbs,?,-117.700613
5510,large,Three,3.8154110819462312,386069,?,Downtown,?,-117.913064
5511,large,?,1.6638144152445922,362174,?,Uptown,34.467358,-117.871716
5512,10455,Three,2.5,274105,19xx,Outskirts,?,-117.768094
5513,8077,4,?,272151,?,Midtown,34.118452,-118.91557
5514,large,Three,2.7606703209797487,116473,?,?,?,?
5515,?,Three,2.076817986021512,372166,1925,Outskirts,34.25371,?
5516,large,Three,2.8410144449840304,557483,1976,Outskirts,34.571216,-118.161647
5517,large,Three,?,674127,?,Outskirts,33.77514,-118.898486
5518,11480,?,2.5947442826903333,151661,?,Suburbs,?,?
5519,?,Three,1.9876868325076253,623284,?,Downtown,33.753889,?
5520,large,Three,3.449317848390314,685598,?,?,33.503093,?
5521,?,5,3.6358374165162246,296890,1930,Suburbs,33.835945,-118.18359
5522,large,Three,?,236754,19xx,Downtown,?,-118.250494
5523,large,Three,2.1365966767416174,781117,?,Downtown,34.333914,?
5524,?,?,2.3907360246281804,299918,1957,Downtown,33.925907,?
5525,?,Three,2.5,632662,?,Outskirts,34.230792,-117.765278
5526,large,6,2.84778128766691,382674,?,Downtown,?,?
5527,?,Three,?,346817,?,Suburbs,?,-117.764834
5528,?,5,2.5,148850,?,Suburbs,34.701262,-118.730746
5529,5384,?,?,620150,19xx,Uptown,?,?
5530,11107,1,2.5,629242,?,Suburbs,33.890173,?
5531,?,3,2.5,275628,19xx,Outskirts,?,?
5532,large,?,?,343751,?,Midtown,?,?
5533,?,Three,2.5,617583,?,Suburbs,34.119726,-118.997325
5534,large,4,?,194056,19xx,Suburbs,34.638918,-117.817501
5535,4029,?,1.588486555607708,386910,1994,Outskirts,?,?
5536,?,4,?,543920,1943,Downtown,?,-118.665808
5537,?,Three,1.9067570107019418,788805,1985,Downtown,?,?
5538,10911,Three,3.769616930867759,779030,19xx,Suburbs,?,-118.742198
5539,?,Three,?,439387,?,Midtown,?,-118.128273
5540,5796,4,2.154137087223143,160808,19xx,Suburbs,?,-118.09632
5541,large,?,3.0639275306530056,487150,1992,Suburbs,?,?
5542,large,Three,2.5,360265,19xx,Midtown,33.577333,-118.473091
5543,6257,Three,?,126652,?,Outskirts,?,?
5544,?,6,2.5,669345,?,Downtown,33.929879,-117.606009
5545,11789,Three,2.5,549177,?,Outskirts,34.772912,?
5546,?,2,2.5,180703,19xx,Suburbs,?,?
5547,large,5,?,122827,1926,Outskirts,34.72517,-118.072208
5548,9023,Three,2.5,430933,19xx,Suburbs,?,-118.649491
5549,large,2,?,182380,?,Uptown,34.145357,-117.86572
5550,11015,Three,2.5,638128,?,Midtown,?,-118.274205
5551,10034,Three,2.5,740831,19xx,Suburbs,33.68254,?
5552,?,3,2.5,639178,19xx,Outskirts,34.706693,?
5553,large,?,2.5,285656,?,Outskirts,?,-118.759396
5554,?,4,1.0526143136587054,211224,1903,Suburbs,33.935964,-118.036785
5555,?,?,3.671352323978238,413312,2023,Outskirts,?,-118.116931
5556,?,?,3.963183516782996,142891,1944,Downtown,34.770996,?
5557,large,3,?,470726,?,Midtown,?,-118.56022
5558,large,Three,2.5,560348,19xx,Midtown,34.343791,-118.550869
5559,large,Three,?,328663,19xx,Outskirts,?,?
5560,?,?,2.608993410984988,490728,?,Downtown,?,?
5561,?,Three,3.745888828893594,480611,?,Downtown,?,?
5562,6917,?,?,447997,?,Outskirts,?,-118.239077
5563,8585,?,1.7439218603910591,149301,19xx,Downtown,34.770893,-117.887644
5564,?,1,?,547465,19xx,Downtown,33.749961,-117.680428
5565,8296,Three,2.5,333434,19xx,?,?,-118.995817
5566,?,Three,2.5,680782,19xx,Downtown,34.642879,-118.068584
