ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
4890,4018,Three,2.938704826008503,163372,19xx,Downtown,34.592415,
4891,,,1.4594580666455166,,,Uptown,,
4892,large,,,,19xx,Outskirts,,-117.772568
4893,large,Three,3.4039779087445754,677918,,,34.205352,-118.20474
4894,9203,,2.5,?,1908,Uptown,34.704627,
4895,,Three,2.5,,1943,,33.81213,-118.703516
4896,7484,,,?,19xx,Midtown,,-117.749534
4897,,4,,120000,19xx,Outskirts,33.561801,-117.969504
4898,7022,,1.7225671991681717,?,,Downtown,,-118.314486
4899,,Three,2.5,?,2019,Outskirts,34.05955,-118.41256
4900,large,Three,,510178,19xx,Midtown,34.226169,
4901,7128,Three,1.4283121516409985,?,19xx,Midtown,34.33175,-117.746626
4902,,3,2.2018399658041075,?,1969,Suburbs,,-118.576607
4903,6095,,2.2021577505835017,662004,19xx,Uptown,,-118.598005
4904,9059,Three,2.5,?,19xx,Outskirts,33.994019,-118.529991
4905,large,1,,?,,,34.525951,
4906,large,Three,1.4172787029562537,,19xx,Suburbs,33.937548,
4907,,,,,1903,,,-118.034129
4908,,1,,662015,19xx,Midtown,34.557246,-118.709771
4909,,,2.9381257656503466,,19xx,,33.76906,
4910,9950,Three,,758494,,,,
4911,,6,2.5,182294,1929,Outskirts,33.842504,-117.898367
4912,5646,2,3.9316082255776235,?,,Downtown,34.311326,
4913,6546,,3.732680815767494,595876,,Midtown,34.391175,
4914,,2,3.7477002904027477,,1979,,,
4915,large,,,537017,,Uptown,,-118.793977
4916,8184,2,2.5,118488,19xx,Midtown,,
4917,4375,2,2.5,?,19xx,Downtown,34.45291,
4918,large,Three,2.5,317264,1986,Suburbs,33.928514,-117.582636
4919,large,Three,1.3216719056876038,?,,Downtown,,
4920,,4,1.3657344092228825,761804,,Uptown,,-118.266538
4921,,1,,?,1967,Uptown,,-118.637134
4922,,Three,2.5,694706,,Outskirts,34.308709,-118.836397
4923,,3,,452109,19xx,Downtown,,
4924,large,,2.5,,19xx,Midtown,,-118.132158
4925,large,3,2.5,?,1948,Uptown,33.732549,
4926,large,,2.816858516860271,?,19xx,Outskirts,33.586824,
4927,large,2,,781704,19xx,Suburbs,,-118.645923
4928,large,2,2.4743431787892503,?,2000,Downtown,,-118.389691
4929,7213,,,,19xx,Suburbs,33.888459,
4930,large,Three,3.9778321180043617,?,19xx,,34.765779,
4931,,,2.5,140165,19xx,Downtown,,
4932,9779,2,,,1972,,,-117.792953
4933,9947,Three,,?,1927,Suburbs,33.501355,
4934,8490,,,,,,,-117.825235
4935,,5,1.008512960127541,,,Outskirts,34.488768,
4936,large,,2.5,?,,,33.727121,
4937,large,Three,2.147210084793142,?,,Uptown,34.009218,-118.24147
4938,9651,Three,,615587,19xx,Midtown,34.169137,
4939,6894,Three,3.980880128532799,?,19xx,Uptown,,
4940,,1,,,19xx,Suburbs,33.89182,
4941,,,2.5,,19xx,Midtown,34.458576,
4942,,5,2.5,?,,Midtown,,-118.328324
4943,8666,Three,2.5,564407,1978,Downtown,34.283413,-118.373748
4944,9211,Three,2.5,741751,,Uptown,34.284809,-117.78753
4945,,4,2.5,617217,19xx,Suburbs,33.628603,
4946,6985,3,,597665,1933,Downtown,,-118.295951
4947,,4,,,,Uptown,34.660542,
4948,,,1.7253947159481506,,19xx,,33.784361,-117.890995
4949,,,,?,1975,Uptown,33.568122,
4950,,,1.9257956274051484,?,,Uptown,,
4951,8390,,,,2011,Suburbs,34.268099,
4952,,Three,2.4756444050856423,,1965,Suburbs,33.888752,
4953,4226,2,,608377,,Midtown,34.390102,-118.691896
4954,,,1.4163363659479657,337030,1977,Midtown,,
4955,6105,4,2.5,,19xx,Midtown,,-118.871695
4956,,,,?,19xx,Outskirts,,-117.784193
4957,large,,,570353,19xx,Uptown,,-117.918309
4958,,Three,3.6122819637659016,?,19xx,Suburbs,,
4959,10007,5,,?,,Midtown,33.536187,-117.571217
4960,,,3.5178478732327076,,1985,Midtown,33.828085,-117.567493
4961,,6,2.5,?,,Outskirts,,
4962,large,Three,3.119119391288711,?,1919,Uptown,,-118.858587
4963,,,,437305,1921,Downtown,34.143897,
4964,large,,1.0388682000041833,509188,19xx,Midtown,,
4965,9687,2,3.162077242064073,,,,,-118.286223
4966,large,3,,?,,Midtown,,
4967,10057,Three,2.5,438732,,Midtown,,
4968,,,2.5,511784,,,33.814056,
4969,,,,?,,Outskirts,,
4970,4669,Three,,638499,,Suburbs,,
4971,large,Three,,,19xx,,33.654139,-118.118075
4972,large,6,,532231,,Midtown,,-118.090755
4973,11816,,,,1937,Uptown,34.414403,
4974,large,Three,3.416493647160553,169856,,Uptown,34.208882,
4975,6539,,2.5,,,Midtown,,
4976,9446,,2.5,?,1974,,34.637349,
4977,7375,,,771694,,Midtown,33.537184,-118.803023
4978,5391,Three,2.5,,19xx,Midtown,,-117.687319
4979,,,2.1332157770259514,,2015,,34.279887,
4980,,,,?,,Uptown,34.482684,-118.956505
4981,9848,Three,2.5,?,,Downtown,,
4982,9062,6,2.5,?,2023,Outskirts,,
4983,large,,,,1923,,,
4984,,4,3.3051275169788434,?,1947,,,-118.414611
4985,,4,2.117342504695362,,19xx,,,
4986,8618,Three,3.111873745165755,184698,1938,Suburbs,,-118.570204
4987,11985,5,2.5,210164,19xx,Suburbs,34.570794,-117.609129
4988,large,Three,2.5,252601,19xx,Uptown,,
4989,,5,,?,19xx,Outskirts,33.863378,-118.149574
4990,,1,,?,1978,Uptown,33.946415,-118.837211
4991,10786,,2.5,,,,34.789995,-118.148576
4992,10147,1,,?,,Outskirts,,-118.113794
4993,large,,2.0501714992738083,?,,Suburbs,34.289925,-118.519308
4994,large,,2.5,487695,1952,,34.393655,-117.675627
4995,large,6,2.507051542793915,?,1970,Midtown,33.518593,-117.558007
4996,,,,,,Midtown,,
4997,,1,1.4384286668816468,?,1914,Suburbs,34.037271,-118.717941
4998,8420,2,,?,19xx,Suburbs,,
4999,11427,5,1.6024556696413663,644866,,Outskirts,34.195627,-118.007476
5000,11461,,,?,1937,Uptown,,-118.690814
5001,10919,,,?,,Midtown,,
5002,large,Three,2.5,392029,2022,Downtown,,-118.170746
5003,,4,,677814,,Downtown,,
5004,7270,6,2.2668630527308187,?,,Suburbs,,
5005,,Three,,,19xx,Downtown,,-118.641764
5006,large,,3.672930283709863,258954,19xx,Outskirts,,-118.229386
5007,10315,Three,2.5,?,19xx,Outskirts,,-118.489376
5008,5367,1,3.8525108372049304,143075,1934,Midtown,34.626183,
5009,large,2,,440989,,Outskirts,,-117.607629
5010,,Three,1.667110616246946,667081,19xx,Suburbs,34.638307,
5011,large,,2.5,?,,Uptown,,
5012,large,4,2.5,,1941,,34.175364,-117.93369
5013,large,Three,,,19xx,Outskirts,33.751436,
5014,large,,,,19xx,Outskirts,33.536774,
5015,,5,,739646,1951,Outskirts,34.36336,
5016,large,5,2.5,,1986,Uptown,,-117.731876
5017,large,6,3.478734626576332,?,,Outskirts,,-117.78877
5018,large,,2.5,,19xx,Outskirts,34.439195,-118.120064
5019,7381,3,,547119,1933,Midtown,,
5020,,2,2.5,,,Midtown,,
5021,7102,4,,,19xx,Suburbs,33.765889,-118.51555
5022,large,,,?,1945,Uptown,34.002057,-117.567723
5023,,1,2.5,,,Suburbs,34.134156,-118.864212
5024,10826,Three,2.786592940993208,,,Uptown,33.621404,-117.855712
5025,9555,Three,2.5,623028,1930,Suburbs,,
5026,,Three,,617582,,Suburbs,,
5027,6039,Three,1.9914653419297514,732374,1913,Suburbs,34.660214,
5028,10863,2,2.5,,1902,Uptown,,
5029,,,,,,Outskirts,,-117.771864
5030,large,Three,1.2392502979103304,?,1905,Downtown,,-117.715297
5031,4292,Three,2.5,,,Midtown,34.331505,
5032,9861,,2.5018445678006875,?,19xx,Midtown,34.365593,
5033,7262,5,,?,1988,Uptown,34.33309,-117.672453
5034,5452,Three,2.5,?,,,,-118.418451
5035,large,1,1.5394830192419322,?,1995,Suburbs,,-118.658795
5036,large,2,2.5,?,19xx,Uptown,34.599242,
5037,5786,,2.5,125979,19xx,Downtown,33.861781,-118.945435
5038,,,,?,1971,,34.761494,-118.516724
5039,11364,5,,563825,,Midtown,,
5040,,Three,,,,Suburbs,,
5041,large,,,?,1900,Outskirts,,-117.619097
5042,,Three,,506465,19xx,Midtown,33.80375,-118.278557
5043,10197,6,,368339,19xx,Downtown,,-118.169007
5044,4519,Three,2.5,?,,Midtown,,-117.559619
5045,,,1.4621340194116115,?,19xx,,,-117.590508
5046,large,Three,3.000536937750677,330506,1903,Midtown,,-118.48325
5047,large,1,3.8136332009966134,199112,19xx,,33.868617,
5048,,,2.5,?,,Suburbs,34.370096,-118.132228
5049,large,Three,2.5,?,1906,Downtown,,
5050,large,,,,19xx,Outskirts,,-117.695006
5051,large,,2.5,?,19xx,Midtown,33.561784,
5052,6871,Three,,230648,,Suburbs,,-117.904286
5053,large,,,?,19xx,Midtown,33.944187,-118.733231
5054,,4,1.8813721068151923,,19xx,Suburbs,34.587327,
5055,,4,2.5,?,19xx,Outskirts,33.593994,-118.256766
5056,4240,,2.5,482438,19xx,Uptown,,
5057,large,6,2.5,?,19xx,Uptown,,
5058,,5,2.5,,,Suburbs,34.076103,
5059,6843,,2.5,250436,19xx,Suburbs,34.523952,-117.812359
5060,,4,,?,1916,Midtown,,
5061,11454,Three,2.100265895538268,?,1903,,34.433921,
5062,11885,Three,2.4503270086137707,,,Outskirts,33.818535,
5063,,6,2.5,,19xx,Downtown,,-118.875232
5064,,,,?,19xx,Outskirts,,-118.559362
5065,large,,1.5231130047955155,?,19xx,Uptown,,
5066,,Three,2.5,455130,,Outskirts,,
5067,large,2,2.5,536541,,Outskirts,33.708489,
5068,,5,,354528,19xx,Downtown,,-118.180387
5069,large,Three,,,,Outskirts,34.292178,-117.826613
5070,large,Three,,?,,Outskirts,33.651635,
5071,large,,2.5,388781,19xx,Outskirts,,-118.19572
5072,,,,?,2002,Suburbs,,-118.322368
5073,large,1,2.5,196443,,Suburbs,34.08361,
5074,,Three,,677417,19xx,Uptown,34.563438,
5075,11988,Three,2.0312495589767576,736108,,Outskirts,34.21216,-117.519369
5076,11921,1,1.2840548913539043,?,1995,Downtown,,
5077,,,1.4910257882710705,,1916,Suburbs,,-118.000486
5078,large,5,2.5,115592,19xx,Outskirts,,-118.780009
5079,5239,2,3.917424138287341,,2014,Downtown,,
5080,large,2,,,1954,Midtown,,-118.27463
5081,large,,,124878,,Suburbs,,-118.461742
5082,large,,2.5,?,,,33.568956,
5083,,,2.4716534198822524,,19xx,Midtown,,
5084,large,Three,2.5,,19xx,Downtown,34.46547,
5085,11416,6,2.5,,,Uptown,33.996564,
5086,large,Three,2.7440761805747655,?,1951,,33.642902,
5087,7004,Three,2.1398401505458375,,,Midtown,,
5088,,2,2.5,371548,2017,,34.596334,-118.340504
5089,large,Three,2.60975779493042,?,,Midtown,34.191136,-117.960848
5090,,2,2.5,214083,,,34.567057,-117.895962
5091,11508,Three,,,,Outskirts,33.668858,-118.609536
5092,large,3,2.5,336515,19xx,Midtown,,
5093,,4,2.5,517826,1969,Outskirts,33.753604,-118.356039
5094,,,1.004094372021655,?,,Downtown,33.555102,
5095,5364,,2.5,670169,2018,Suburbs,,
5096,5114,,1.5760434257879454,,,Downtown,34.403409,
5097,9934,,2.827887741070188,377206,19xx,Downtown,,
5098,9526,,2.5,?,1980,Uptown,,
5099,large,Three,,?,19xx,Midtown,33.751149,
5100,,6,,?,,Suburbs,,-118.095838
5101,large,,2.5,,1924,,33.661828,
5102,large,1,1.559919004038612,396566,1998,Midtown,,
5103,large,Three,1.7653503790085585,,,,,
5104,large,,2.2409663304861076,?,19xx,Downtown,34.291789,-118.87309
5105,,,3.6441969275772403,?,1936,Suburbs,,
5106,5864,1,,?,1992,,,-118.392578
5107,large,Three,2.5,736655,,Outskirts,,-118.616657
5108,large,Three,,344895,19xx,Outskirts,,
5109,10289,6,2.5,,19xx,Uptown,,
5110,,4,2.2129047261970687,374625,19xx,,34.222213,
5111,large,5,2.5,780634,1928,Outskirts,,
5112,,,3.148134641737541,?,19xx,Outskirts,34.144928,
5113,7453,,2.5,,19xx,Suburbs,,
5114,5489,5,1.8960458417395816,?,19xx,Outskirts,,-117.571826
5115,large,4,2.5,?,1967,Uptown,,-117.568604
5116,large,Three,3.625789792019452,,,Midtown,,
5117,4143,Three,,,19xx,Downtown,34.012039,-117.566032
5118,8315,3,,?,,,33.671228,-118.276277
5119,4352,,3.766928156351506,?,19xx,Midtown,,
5120,large,,,743591,,Midtown,,-117.929807
5121,,6,,,19xx,Downtown,34.46399,
5122,,,,670868,19xx,Suburbs,33.762128,
5123,10991,,,?,1926,Suburbs,,
5124,large,Three,2.5,,1950,,34.270343,
5125,large,3,2.465717876800692,715001,,Uptown,,-118.265748
5126,,3,,,,Outskirts,,-117.573006
5127,large,,,121517,19xx,,,
5128,large,Three,2.5,?,19xx,Midtown,34.112643,
5129,10855,5,1.3206948401039462,,2023,Midtown,,-118.659884
5130,11604,3,,672169,,Midtown,34.260412,-118.004235
5131,large,Three,2.5,?,,Uptown,,-118.917964
5132,large,,3.6748906262677012,?,1984,Suburbs,,
5133,11486,,2.948725389612905,,1903,,33.919066,-117.660348
5134,9539,,1.5630818171080352,,1993,Suburbs,,-118.572995
5135,6430,1,1.8943282632071188,?,19xx,Midtown,33.671043,-117.843123
5136,10702,6,2.5,?,19xx,Midtown,,
5137,large,Three,1.6383670008563294,,1990,,,
5138,,Three,,,19xx,Suburbs,33.97832,
5139,large,4,2.5,?,1975,Outskirts,,-118.110698
5140,large,4,2.5,226014,,,,
5141,large,6,,,19xx,Uptown,,-118.755469
5142,11089,6,,745791,1913,Outskirts,,-118.620136
5143,large,6,,555099,19xx,Downtown,,
5144,6593,6,,?,19xx,Uptown,33.653624,
5145,11540,4,,?,,Suburbs,,-117.565597
5146,large,2,3.8281017231686816,?,,Uptown,,-118.146935
5147,,Three,2.5,?,1918,Midtown,,-118.853594
5148,9968,,,,19xx,Downtown,33.601917,
5149,,6,,225333,19xx,Midtown,34.362798,-118.591239
5150,large,4,2.026949511973802,205903,19xx,Downtown,34.76333,-118.293826
5151,large,2,,220300,,,,-118.726512
5152,,,,?,,Outskirts,34.315816,-118.138608
5153,large,,3.3564519329751317,434095,,Downtown,,-118.634104
5154,7899,Three,2.5,463208,1952,,33.91015,
5155,11616,,,488276,19xx,Downtown,34.595515,
5156,large,,2.5,,,Midtown,33.549318,
5157,5082,,1.847174826070424,,19xx,Midtown,,-118.037537
5158,,Three,,568561,19xx,,,-118.989824
5159,large,,,765802,2011,Outskirts,,
5160,8899,1,2.047571389253788,,,Uptown,,-117.552586
5161,10238,3,2.5,512276,1964,Downtown,,-118.253281
5162,large,1,2.5,425543,,Uptown,33.543891,-118.701715
5163,,5,2.5,?,1977,Suburbs,,-117.933796
5164,,,,484017,1942,Midtown,,
5165,,6,,345024,,Suburbs,34.756003,-118.788995
5166,5303,,3.0993369312097725,763891,1992,Suburbs,,
5167,,Three,2.5,653456,,Outskirts,34.586439,
5168,,,,?,1924,Midtown,33.619488,
5169,6275,Three,2.5,?,1960,Uptown,,
5170,9120,,2.5,,1926,Midtown,,
5171,,5,2.9594056131771156,475207,19xx,Downtown,34.199651,
5172,large,Three,,?,1972,Downtown,33.560773,-118.087794
5173,7534,3,,,19xx,Suburbs,,-118.505573
5174,,3,,,1929,Suburbs,,-118.493162
5175,7403,,2.5,,1985,Downtown,,
5176,,3,2.100737843361426,,2007,Uptown,34.538503,-117.675312
5177,8048,Three,,?,,Downtown,,-118.985846
5178,11585,4,1.8840658949107105,,,Midtown,,
5179,9885,3,1.4341322679584667,,1935,Suburbs,,-117.842141
5180,,Three,,,19xx,,34.112716,
5181,large,Three,3.060574594560971,?,19xx,Downtown,34.615563,
5182,large,Three,1.4873626030973086,704210,19xx,Uptown,33.749269,-118.203071
5183,large,2,,581911,1975,,34.608384,-117.969857
5184,10395,,,,,Uptown,,
5185,large,,,483838,19xx,Downtown,34.657074,-118.286962
5186,9565,1,2.7713395364219546,647553,1906,Outskirts,,
5187,4467,3,2.5,,,Outskirts,33.883172,-118.996849
5188,5644,Three,2.5,?,19xx,Downtown,34.387794,-117.65294
5189,6571,,,666993,,Midtown,,-118.054754
5190,large,3,,764847,19xx,Downtown,34.298234,-118.313904
5191,,,2.5,234558,,Suburbs,34.723565,
5192,large,5,,?,,Suburbs,,-118.978773
5193,9182,,2.5,346765,2010,Downtown,,-117.934719
5194,7915,5,1.488466983109383,,1927,Midtown,34.52176,-118.82183
5195,,,,?,19xx,Midtown,34.079792,-117.743637
5196,large,1,,136851,19xx,Outskirts,33.592096,-118.851677
5197,large,4,2.5,,1900,Outskirts,34.562389,
5198,11423,,1.3775826282879278,,1931,Uptown,,-117.818221
5199,6869,,,,19xx,Uptown,34.187403,
5200,5011,,2.5,,2011,Suburbs,34.046124,
5201,,,,,19xx,Downtown,33.852604,-117.915549
5202,6180,,2.5,594559,1979,Downtown,34.533806,
5203,,Three,,706684,2003,Suburbs,,
5204,,,,709214,1902,Midtown,,-118.329503
5205,8645,,2.5,,19xx,Suburbs,,-118.099116
5206,large,Three,1.5429749381073663,440701,,Uptown,34.335764,
5207,,3,2.970347666106943,297220,,Midtown,,-118.930794
5208,large,,3.3098201275682926,?,,Midtown,33.565772,
5209,,,1.0239527175471714,156420,19xx,Downtown,34.524298,
5210,7106,,,?,1990,Suburbs,34.727612,-117.991553
5211,,5,3.9163519806001106,?,1948,Midtown,33.887675,
5212,,,1.2050807513572164,519750,19xx,,,-118.212375
5213,,1,2.5,219128,,Downtown,34.541848,-117.598721
5214,4020,2,2.0782037920866623,,,Outskirts,,-117.704135
5215,large,4,2.4244146298987417,?,19xx,Midtown,,-118.126329
5216,7638,3,,314120,,Suburbs,,
5217,8388,2,2.5,,19xx,Midtown,33.513351,
5218,,,2.5,?,1941,,33.89219,-118.032105
5219,7370,1,2.5,?,1946,Downtown,33.713892,
5220,large,6,,581585,1997,Suburbs,,
5221,9862,3,,,,Midtown,34.050137,-118.558206
5222,,,3.8591121004876174,325609,2002,Suburbs,,-118.016622
5223,large,Three,2.5,,,Suburbs,,
5224,9617,4,2.5,,1952,,33.955156,-117.710527
5225,11518,,,?,1925,,34.419626,
5226,7309,,,?,,Midtown,34.516379,
5227,,Three,,?,1964,Outskirts,,-117.94221
5228,,Three,3.0264724039243216,?,19xx,Downtown,33.612521,
5229,large,6,3.86007361307425,273252,1983,,,
5230,large,2,2.5,?,19xx,Downtown,,-117.894502
5231,7427,3,1.0969379614218338,736466,1991,Midtown,,
5232,,,1.9724785912978744,384887,2001,Suburbs,,-118.211622
5233,large,,,?,,Outskirts,,
5234,,Three,3.6583409607496415,,1913,Outskirts,,-118.841286
5235,large,Three,,,19xx,Outskirts,,
5236,6181,3,,381091,19xx,Uptown,34.264169,-117.788689
5237,9014,,2.6933183728871755,747175,19xx,Suburbs,,-118.149303
5238,,1,2.5,?,19xx,Midtown,34.442379,-118.958696
5239,7505,,2.5,?,19xx,Suburbs,34.435481,
5240,large,,2.5,,,Downtown,33.702793,
5241,,,1.6494728289979088,278868,19xx,Suburbs,,-118.916902
5242,6162,3,,447291,,Uptown,,-118.646681
5243,,Three,2.5,246931,,Midtown,33.855692,-118.786327
5244,,4,,?,19xx,Uptown,33.80554,-117.636684
5245,4291,Three,,,,Suburbs,,
5246,8452,Three,2.5,?,,Suburbs,33.935094,-118.157268
5247,large,,2.5,?,1910,Downtown,34.064985,-118.132223
5248,9173,Three,2.5,?,1924,Suburbs,34.438258,-117.618802
5249,large,,2.736917866706711,309437,1952,Uptown,34.799932,
5250,large,,,?,1935,Downtown,,-118.321678
5251,large,4,2.159386658258284,?,,Midtown,,
5252,,5,2.5,,19xx,Downtown,,
5253,large,,,?,1931,Outskirts,,
5254,,,2.5,649747,1917,Uptown,,
5255,large,Three,,,19xx,Midtown,,-118.740531
5256,large,6,1.6191003714524692,?,,Outskirts,34.607273,-118.222182
5257,large,2,2.5,,1999,,,
5258,,5,2.5,,19xx,Midtown,,
5259,9284,1,1.1311777314425775,644237,1933,Outskirts,33.647266,-118.394448
5260,11247,,,,19xx,Downtown,33.766575,
5261,,,2.5,435796,19xx,,33.694848,-118.871133
5262,large,,3.7333585040104964,663750,,Downtown,34.222587,
5263,large,,1.985428452415832,?,,Downtown,34.582154,-118.527421
5264,large,6,3.210663692479069,?,1989,,34.788735,
5265,11020,Three,,?,,Uptown,34.251743,
5266,large,Three,,,,Midtown,33.662584,-118.26931
5267,8458,Three,3.11228961448678,?,,Outskirts,,
5268,10672,Three,2.5,,1920,,,-118.535064
5269,6615,1,2.5,,19xx,Downtown,34.457463,-118.436329
5270,4418,4,1.7091510532996286,?,19xx,Outskirts,33.748098,
5271,11072,,2.080801702061314,,,Uptown,,-118.690768
5272,,1,3.604635569296333,?,19xx,Midtown,33.679341,-117.811028
5273,large,,2.5,,,,,
5274,,Three,,,19xx,Suburbs,34.311471,-118.717579
5275,large,Three,2.5,,19xx,Uptown,34.326275,
5276,,Three,3.1964658988439485,290941,,Downtown,,-117.768278
5277,,Three,3.0918705483614612,?,,Outskirts,,
5278,8774,1,,?,1935,Downtown,,-118.780147
5279,large,5,,,19xx,Downtown,34.121039,-118.448085
5280,large,Three,2.5,,,Suburbs,,
5281,large,2,,,,Downtown,,
5282,9500,Three,,,1966,Midtown,,-117.845969
5283,,Three,2.4608415268753623,?,19xx,Midtown,33.994046,-118.709714
5284,11915,,1.911024001125385,171522,1973,Outskirts,34.110874,-118.752878
5285,large,6,2.5,?,19xx,Outskirts,,
5286,,6,2.311326063349992,,19xx,Midtown,33.758863,-118.943791
5287,,6,,,19xx,,,
5288,large,1,2.5440188473483674,?,2014,Outskirts,,
5289,large,1,2.5,?,1948,Outskirts,,
5290,5969,,3.9488498276206463,378452,19xx,Downtown,,
5291,,Three,1.024820824442375,?,1938,Outskirts,34.329402,-118.366486
5292,9598,2,,395668,19xx,,,
5293,large,,2.5,,19xx,Uptown,,
5294,9433,5,,,,Downtown,,-118.721946
5295,large,,3.675266127139162,?,1949,Midtown,,
5296,large,5,2.5,?,,Midtown,,-117.516871
5297,large,6,,249553,,Uptown,34.202056,
5298,4844,,3.4003971903266352,199794,19xx,,,-118.446657
5299,large,Three,2.5,161977,1943,Midtown,,-118.193612
5300,large,3,1.2935451815501962,,,Uptown,,
5301,large,,,?,,Midtown,34.723438,-118.056513
5302,large,5,2.5,693655,1918,Midtown,,-118.657481
5303,4375,,2.5,?,1902,,,-118.117259
5304,,Three,2.5,,,Midtown,,
5305,,2,2.5,,2007,Suburbs,33.701733,
5306,large,,,212645,19xx,Midtown,34.644596,
5307,,Three,2.5,,,Midtown,,-118.124238
5308,6526,Three,2.5,559737,,Suburbs,,-117.920835
5309,4324,3,3.574864958167424,?,1919,Midtown,,
5310,,Three,,,1964,Outskirts,,-118.856095
5311,,Three,,300852,1968,Suburbs,34.407811,-117.925824
5312,,2,,586025,1942,Outskirts,33.98982,-118.362908
5313,large,,2.7922034977701795,531825,,Uptown,33.631762,
5314,8858,5,,739024,1984,Midtown,33.674928,-118.297836
5315,,6,,210155,19xx,Uptown,33.850879,-117.782976
5316,10852,,3.690883037065232,520332,2006,,33.746436,
5317,9493,,1.856166204709377,,,Downtown,34.74167,-118.437031
5318,,1,2.5,707965,19xx,Uptown,33.804713,-118.718513
5319,7844,,,,19xx,Outskirts,34.148863,-117.725249
5320,,,2.5,446442,,Downtown,33.617267,-117.732049
5321,large,Three,,359792,19xx,Outskirts,,-117.806558
5322,large,4,,,1987,Outskirts,34.13818,-118.250338
5323,4517,1,2.1433160839206975,,,Downtown,33.830328,
5324,,,2.5,588100,1963,Uptown,,-118.03348
5325,large,4,2.423650943298649,139179,19xx,Uptown,33.936624,-118.73307
5326,large,,1.9017831276297734,,19xx,Downtown,,
5327,,Three,,,1979,Uptown,,-117.670284
5328,,6,2.5,,,Outskirts,,
5329,,,2.5610532576970857,732363,,Downtown,33.865248,
5330,,4,2.5,?,19xx,Uptown,,-117.880647
5331,4133,Three,2.5,,19xx,Downtown,,-118.259546
5332,,,2.5,,1911,Downtown,,-117.669074
5333,6874,2,,,,Downtown,,
5334,,Three,2.5,316047,19xx,Uptown,,
5335,10858,6,2.3508927186506425,,2009,Suburbs,34.41848,-117.727452
5336,4197,Three,,255186,,Uptown,,
5337,large,,2.5,?,,Outskirts,,
5338,,,2.5,?,2004,Downtown,,-117.686528
5339,4164,,1.9569984628686017,,,Uptown,,-117.801668
5340,large,,2.5,274901,19xx,Outskirts,34.714783,-118.550227
5341,,1,,?,,Downtown,,-118.265085
5342,large,3,2.5,,1952,Uptown,33.606038,
5343,11065,Three,,109554,19xx,Outskirts,,
5344,,Three,2.5,736994,1950,Midtown,33.998208,-118.732757
5345,large,,2.5,235743,1902,Suburbs,,
5346,5531,2,3.5542514466491415,?,,,34.751482,
5347,large,Three,,?,19xx,Outskirts,33.71953,
5348,10304,5,3.5887060829889137,723686,19xx,Downtown,34.232254,-117.67436
5349,,Three,,314776,,Uptown,34.42591,-118.7716
5350,11026,,3.4495931439402754,386125,19xx,,,
5351,6614,,2.5,,,Midtown,,
5352,large,2,,?,,Midtown,34.425166,
5353,large,Three,3.554295581582962,?,,Outskirts,33.778136,
5354,10764,Three,,,1936,Downtown,,
5355,large,Three,,?,19xx,Suburbs,34.257049,
5356,5793,2,3.883050660204652,438169,19xx,Outskirts,34.407697,
5357,,,2.5,,19xx,Suburbs,,
5358,,4,2.5,554926,,Suburbs,,
5359,11852,3,2.5,?,19xx,,34.568234,
5360,,Three,2.5,,,Midtown,34.549816,
5361,,3,2.5,572512,1986,Downtown,,-118.740897
5362,,6,,,,Midtown,,
5363,5978,Three,2.7275162202796492,,19xx,Uptown,,
5364,,,2.5,302203,,Outskirts,,-118.599993
5365,large,3,2.5,?,,Uptown,,-118.475533
5366,10764,3,,,1967,Downtown,34.403378,
5367,large,,2.5,734267,19xx,Downtown,34.111907,-118.363571
5368,6868,3,,?,,Uptown,34.182325,
5369,large,,2.5700898310982794,465668,1943,Uptown,34.700244,-118.487259
5370,large,,,234627,19xx,Suburbs,,
5371,large,3,2.5,442826,2006,,,-117.542995
5372,8758,Three,,?,19xx,Suburbs,33.968463,
5373,11567,,3.3991804743109215,,,Uptown,,-117.793431
5374,8123,,2.5,100447,19xx,Outskirts,33.881293,-118.834984
5375,10490,4,2.4742754481627833,,,Downtown,,
5376,,5,2.5,347148,,,,
5377,large,Three,2.5,,1996,Uptown,34.307349,
5378,large,2,2.5,?,,Midtown,,
5379,8019,5,2.700938523395381,236751,19xx,Downtown,33.546247,-118.419657
5380,large,Three,2.6533144432288114,?,,Suburbs,34.355492,
5381,,4,2.5,?,,Midtown,34.701344,
5382,,4,1.8821773611060826,689041,1961,Outskirts,,-118.093736
5383,10237,Three,2.5,,19xx,Suburbs,,
5384,8302,Three,,?,1922,Outskirts,34.764239,-117.838616
5385,,6,,537272,19xx,Suburbs,33.862222,-118.536001
5386,,1,,?,1982,Suburbs,34.373183,-118.270849
5387,9057,5,,?,,,33.617215,-118.766724
5388,9763,Three,,140147,19xx,Uptown,34.215851,
5389,5382,,2.9235106426781896,?,,Downtown,,
5390,10235,,,?,1977,Downtown,,
5391,,Three,2.918577039817518,146467,1918,Suburbs,34.589746,-118.903613
5392,large,Three,,764584,19xx,Midtown,,-118.734056
5393,large,,3.3767504106611153,,19xx,Outskirts,34.090567,-117.901517
5394,6732,Three,3.144481771417754,,19xx,Midtown,,
5395,large,,2.5,135051,2002,Midtown,,
5396,large,5,,137698,,Outskirts,33.674325,
5397,9334,,2.5,,,,33.570676,-118.065617
5398,,2,,497571,19xx,Midtown,34.413106,-118.930386
