ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
5855,4783,Three,2.5,256886,1910,Midtown,34.773874,
5856,large,5,,405477,1999,Uptown,33.943869,-117.950791
5857,,5,3.5670541398983806,420777,2014,,,-117.558316
5858,4543,6,1.832843973856605,336115,19xx,Suburbs,34.367668,-118.572557
5859,large,Three,2.601821030718325,122960,1939,Suburbs,,-117.591937
5860,large,,2.5,496054,2000,Midtown,,-117.918074
5861,large,Three,1.6882201621839594,108616,19xx,Downtown,33.764111,
5862,6377,3,2.5,458493,19xx,Outskirts,33.581749,
5863,,,3.6721707857285066,319692,19xx,Downtown,,
5864,large,Three,2.5,147729,1908,Uptown,33.645028,
5865,large,Three,2.5,794300,,Midtown,34.081999,
5866,large,Three,,246558,19xx,Uptown,33.549331,
5867,,Three,,743362,1929,Uptown,,-118.19834
5868,,Three,,221804,19xx,,,-118.355475
5869,,5,1.7630011874085891,785644,1908,Outskirts,,-118.121382
5870,11210,6,2.5,796654,19xx,Suburbs,,-117.56654
5871,7743,,2.5,287049,,,,
5872,,6,1.157120679151451,155338,,,,-118.732943
5873,large,2,,794995,19xx,Downtown,34.164554,
5874,7995,4,,469701,1935,Outskirts,,
5875,,,,262910,19xx,Uptown,,-118.178548
5876,4425,1,1.525780241959961,155572,19xx,,,-117.652674
5877,8173,,1.020612640914199,403097,1978,Outskirts,,
5878,6801,Three,,693648,1948,Midtown,,-117.851425
5879,,Three,2.2249016114833973,397325,,Outskirts,,
5880,7243,,2.5,622320,1950,Outskirts,,-117.577415
5881,,Three,2.5,242911,1986,Midtown,34.395963,
5882,,6,2.5,540677,1914,,33.723242,
5883,6119,1,3.846575327579035,383791,2013,,34.431492,-118.585666
5884,large,,1.7845711404299243,133105,1973,Uptown,,
5885,large,Three,2.5,218271,,Midtown,,
5886,large,4,2.680773239186429,192628,,Suburbs,,-118.152842
5887,,,,460564,,Uptown,34.009747,-117.529431
5888,9745,4,2.5,266099,19xx,,34.273882,-117.525531
5889,5205,,1.5278649342472184,184334,,Midtown,,
5890,,6,2.843765891441412,123525,2009,Outskirts,,
5891,,Three,,577306,,Suburbs,34.180482,
5892,,4,,364174,19xx,Midtown,33.766064,
5893,large,,1.7665689173981574,443295,2023,Uptown,,-118.168562
5894,large,,2.615715878484265,348066,1907,Suburbs,33.80672,-118.479395
5895,large,Three,,210106,1969,Midtown,34.063496,-117.719653
5896,large,Three,,361944,,,33.901977,
5897,,Three,,189247,,,34.496246,-118.351502
5898,9386,Three,2.5,613568,19xx,,34.796442,-118.591326
5899,,,2.1283489056780946,555110,,Suburbs,,-118.334591
5900,,2,3.6396491689521424,541245,19xx,Outskirts,,
5901,4787,Three,2.5,154857,19xx,Downtown,34.020704,
5902,,,2.5,428312,,Suburbs,,
5903,,,2.5,697048,,Downtown,,-118.769657
5904,11381,2,,550567,,Suburbs,34.332066,-118.671529
5905,large,3,2.5,345316,1952,Outskirts,33.796875,-118.906754
5906,large,6,2.5,505009,,Downtown,,
5907,,3,,334064,,Downtown,34.555043,
5908,9111,,2.704184739074779,713161,,Midtown,,-118.64201
5909,large,Three,2.879413601765955,680130,,Midtown,,
5910,,,2.5,506426,1950,Outskirts,34.144372,
5911,large,,,386114,,Uptown,33.903319,
5912,8108,Three,,215098,19xx,Suburbs,,
5913,,,3.166379798276422,535587,19xx,Outskirts,34.709899,-118.416799
5914,,2,2.5,196073,19xx,,,-118.93188
5915,large,Three,,647976,1961,Outskirts,,
5916,8399,4,,728904,19xx,Suburbs,33.998327,-117.606885
5917,5997,4,2.5,373843,19xx,,,
5918,7478,2,3.340231099947391,261348,1990,Midtown,,
5919,large,,2.5,739481,19xx,Outskirts,34.094858,-118.382984
5920,large,Three,2.599756717637448,320028,,,,
5921,,Three,,600063,1927,,34.65492,
5922,11646,5,2.142708705457985,338226,19xx,Outskirts,,
5923,,2,2.6937824708467644,234307,1916,Downtown,34.409493,-117.676346
5924,,1,,354504,1945,Outskirts,33.507696,-118.757145
5925,5648,3,,412512,1912,Uptown,34.317378,
5926,,1,,658762,,Midtown,,-118.636519
5927,11979,,2.4451817688495856,677418,,Outskirts,33.518276,-118.922699
5928,,,2.5,442202,,Suburbs,33.687903,
5929,large,,,312274,,Uptown,34.108871,-118.39032
5930,5699,1,2.5,144156,1966,Downtown,34.047572,
5931,,Three,2.5,583835,19xx,Suburbs,33.820946,
5932,10944,,2.1807265431924017,689964,19xx,Outskirts,34.641064,
5933,,4,1.4665292076943084,275981,1946,Uptown,,-117.510924
5934,,Three,,211431,2008,Outskirts,33.544335,-118.481154
5935,8110,Three,2.5,429365,1904,Downtown,,-118.031061
5936,4302,4,2.5,335695,1961,Downtown,33.730802,-118.381678
5937,,Three,2.1305267613247434,796073,,,,-118.188872
5938,large,,1.671860800226548,318174,1947,Outskirts,34.748521,-118.37312
5939,large,6,,138460,,Outskirts,34.570611,-118.699773
5940,,3,3.3893134516894925,681383,1987,Suburbs,,-117.548758
5941,6800,,,468259,,Downtown,33.711599,
5942,,,3.8193804823867876,557839,,Outskirts,,-118.211306
5943,,Three,1.7846774285972107,553233,,Midtown,34.233975,-117.696009
5944,,Three,2.6183764995707737,141133,19xx,,34.503497,
5945,5665,Three,3.2577315322667575,433379,19xx,Outskirts,33.524632,
5946,large,,,664479,1985,,,
5947,8795,Three,3.320632159775259,285344,19xx,Downtown,33.710967,-118.967086
5948,,5,2.8865687876021773,382445,19xx,Downtown,33.543714,
5949,large,3,1.8970530091105255,724869,1910,Suburbs,34.405825,
5950,11743,,2.5,147727,,Downtown,34.435306,-117.689505
5951,large,Three,2.5,788442,1942,Outskirts,,
5952,5337,3,,107780,2002,Midtown,34.25013,-118.653836
5953,,,2.7757429654156063,220416,2011,Downtown,34.454184,
5954,9642,1,3.556787756939525,333102,1915,,,-117.746375
5955,,6,3.5092575020408527,335867,,Downtown,,-117.836833
5956,large,,2.5,198901,,Downtown,,
5957,large,,2.5,301988,,Outskirts,34.491407,
5958,11742,,2.5,394920,19xx,Uptown,33.974547,-118.230959
5959,large,Three,,797193,19xx,Uptown,34.727617,-118.36941
5960,5057,2,2.5,710080,2021,Midtown,,-118.613775
5961,,,2.6196879525441803,251312,,,34.193521,-118.047841
5962,,,,136415,19xx,,34.315103,-118.659278
5963,,5,,754319,,Outskirts,34.131078,-118.98669
5964,,1,2.5,473128,,Suburbs,,-118.083458
5965,10608,Three,2.812868752278227,252917,19xx,,,
5966,6189,,2.5,248915,,Suburbs,,
5967,7524,,3.1965240536186776,461962,,Suburbs,33.853859,
5968,11464,,2.5,215515,19xx,Uptown,33.847809,-118.439046
5969,9726,Three,2.5,237456,1935,Outskirts,34.69849,
5970,7044,,,265417,,Uptown,33.953608,-117.837143
5971,,,1.435061295312381,181805,,Midtown,,-118.481883
5972,large,6,2.5,237114,1917,Outskirts,34.666442,
5973,large,1,2.5,263771,19xx,Downtown,,
5974,,Three,3.69786555624938,341836,19xx,Outskirts,33.71863,
5975,,Three,,267832,1902,Midtown,,-117.665368
5976,,3,3.817488628062596,160152,2003,Uptown,,-117.841277
5977,,3,2.5,478466,,Midtown,,
5978,5847,Three,3.1283149388169127,703397,19xx,Midtown,34.304078,-118.458421
5979,large,Three,3.8807518704820456,597939,19xx,,,
5980,,,,668299,,,34.594844,-118.437992
5981,8188,2,,682077,,Midtown,,-118.378714
5982,large,4,3.950100301320698,694157,,Suburbs,34.372822,-117.765193
5983,4805,Three,3.866511985615056,546939,,Midtown,34.514733,-118.704015
5984,5642,4,,596425,1906,Suburbs,34.675838,-117.649086
5985,7310,1,3.2240182217534423,342024,,Outskirts,,-117.849333
5986,,,,576707,,Outskirts,33.53496,-118.989477
5987,large,Three,2.5,769420,1954,Suburbs,,
5988,9164,6,,324545,19xx,Downtown,34.541773,
5989,,Three,,163921,19xx,Midtown,34.724106,-118.42148
5990,5086,6,2.5,627933,19xx,Outskirts,33.733373,
5991,large,2,,577467,19xx,Suburbs,,
5992,,6,2.5,243842,1940,Outskirts,33.652393,
5993,10569,Three,,198221,1957,Uptown,,
5994,large,,2.4776312834590546,597890,19xx,Uptown,,-118.606415
5995,,Three,,681665,,,,
5996,6832,Three,2.5,276285,2020,Uptown,,
5997,large,,2.5,536483,1995,Uptown,33.997459,-117.769391
5998,large,,2.5,668561,19xx,,,
5999,,4,2.5,782567,,Suburbs,34.525498,
6000,,3,,662611,,,,
6001,large,1,2.5,489387,,,,
6002,5979,1,2.5,190887,19xx,Midtown,,
6003,,,1.2176632930215816,777164,1968,Uptown,34.628444,
6004,large,Three,,301252,19xx,Suburbs,,-118.127122
6005,,5,,483497,,Suburbs,,-117.680544
6006,large,,2.226602817216926,101258,,Uptown,,
6007,,1,2.5,505167,,Midtown,,-118.221824
6008,4376,6,1.8032549802752675,468178,1927,Outskirts,33.825471,-118.76988
6009,large,,2.5,572205,19xx,Midtown,34.359899,
6010,7042,Three,,618479,19xx,Midtown,34.611775,-118.360766
6011,large,,2.5,272329,,Uptown,,
6012,large,Three,1.165474991801823,109223,19xx,Uptown,,
6013,8241,,,468683,,Uptown,,
6014,,,,753952,1962,Downtown,,
6015,large,2,2.5,650467,19xx,,34.569567,-117.62644
6016,large,,1.806245544904748,302063,1995,,,-117.748207
6017,10875,,2.832293488164821,518035,19xx,Downtown,33.618618,
6018,large,,,746161,19xx,,,-118.535483
6019,4889,Three,,143772,,Suburbs,,-118.739358
6020,4700,1,2.560912216618144,429982,,Suburbs,,
6021,large,2,,139507,,Uptown,,-118.94483
6022,large,6,2.5,549901,19xx,Outskirts,33.592123,
6023,large,,2.5,640404,19xx,Uptown,,-118.565155
6024,large,,2.5,311305,,Suburbs,34.181686,
6025,large,1,3.3199863483361014,672146,,Midtown,,-117.625767
6026,7523,Three,3.2933090440262296,680493,19xx,Uptown,34.058587,
6027,10068,,2.5,268188,19xx,Downtown,,-117.855061
6028,7221,1,2.5,670220,1976,Uptown,34.668495,
6029,large,,,207066,,Uptown,,
6030,,,2.5,424329,,,,-117.525341
6031,large,Three,2.5,714060,19xx,,,-117.875976
6032,,5,2.7978824898100236,236163,19xx,Downtown,34.094196,
6033,large,Three,3.0642545170447546,452599,1936,Downtown,33.800601,
6034,large,,,692070,,,34.698452,
6035,,Three,2.5,453983,,Outskirts,34.060309,-118.782604
6036,,1,,471192,1951,,33.672144,
6037,,,,376186,19xx,Uptown,34.279331,-118.046319
6038,large,1,2.5,316119,2017,Suburbs,33.798381,
6039,large,Three,1.236794599301181,150043,,Suburbs,,-118.00419
6040,large,Three,2.5,588375,1989,Suburbs,,
6041,4302,3,2.5,532706,19xx,Downtown,34.196737,-118.490475
6042,,2,,765383,1904,Uptown,,-118.628297
6043,5320,Three,2.5,611651,1952,Suburbs,,-118.254532
6044,,,,591381,1958,Outskirts,,
6045,,Three,3.9411177504066375,538610,1918,Uptown,,-118.255047
6046,large,2,1.592909766995491,149446,1923,Outskirts,34.412318,-118.989842
6047,,1,,732791,19xx,Outskirts,33.564189,
6048,9698,Three,2.5,409670,1977,Uptown,,
6049,large,,2.5,551732,1903,Suburbs,,-118.281082
6050,4109,5,2.5,631482,,,,
6051,11542,6,2.5,765857,,Midtown,,-117.835408
6052,6952,,,260510,1984,Uptown,,
6053,,,3.521352244190591,233872,,Suburbs,33.668407,-117.810132
6054,large,,2.5,250307,,Midtown,33.795347,
6055,,2,,372138,,Midtown,,-117.538847
6056,,3,,488175,19xx,Suburbs,,-118.284704
6057,,,,483794,,Uptown,34.768215,-118.584413
6058,large,Three,,794003,1981,Downtown,33.871993,
6059,4703,Three,,741697,,Suburbs,34.008781,-118.197189
6060,,5,,632066,,Downtown,33.54461,-118.07653
6061,6270,3,2.8301741006137093,716312,19xx,,34.382663,-117.710971
6062,5570,,2.5,460226,19xx,Uptown,,-118.680485
6063,large,Three,2.5,183257,,Downtown,33.540354,
6064,5733,,2.5,121355,,Downtown,,-118.544
6065,,,2.5,487221,,Downtown,,
6066,7866,3,2.5,512367,19xx,Downtown,33.575499,-117.995581
6067,11857,,,782799,19xx,Suburbs,34.139065,
6068,5255,,2.5,552527,,Outskirts,,
6069,,Three,1.6979936057862899,799280,1963,Midtown,34.542778,
6070,,,2.5,276978,,Midtown,,-117.903379
6071,large,,,201671,19xx,Downtown,34.384197,
6072,7480,4,2.5,397827,19xx,Downtown,,
6073,,Three,2.5,388096,,Uptown,,-118.031453
6074,large,6,,668941,19xx,Uptown,,-118.805004
6075,large,Three,,659938,,Outskirts,34.712976,
6076,large,Three,,283681,19xx,Uptown,33.973213,-118.265415
6077,,3,2.5,483665,,Uptown,34.140546,-118.184191
6078,large,Three,,703761,19xx,Uptown,,-118.924704
6079,6343,2,3.267994747575591,101154,19xx,Suburbs,33.766537,
6080,large,4,,572758,1981,,33.928258,
6081,10323,Three,3.0238361072715545,151661,19xx,Downtown,33.697153,
6082,5675,4,1.326913671825075,663928,19xx,Suburbs,33.577886,-118.257794
6083,8887,Three,1.4271664843537866,792663,,,33.551887,
6084,9010,3,1.0285823054540013,435700,1940,,33.667715,-118.850978
6085,7578,,1.3959233263871598,311657,19xx,Outskirts,34.661739,-118.086472
6086,large,Three,,173378,,Midtown,,-117.546208
6087,large,Three,2.136183913127402,685689,1957,Downtown,,
6088,large,3,2.5,302160,19xx,,33.521154,
6089,8783,6,2.5,179061,,,,
6090,,3,,484396,19xx,,34.203461,
6091,,,2.847778377904657,711173,1971,Midtown,33.847068,-117.712846
6092,,,3.2094945672491475,637744,19xx,Suburbs,,
6093,,2,,364151,,Downtown,33.676516,-117.792743
6094,large,Three,,780101,19xx,Outskirts,,-118.836454
6095,large,,,413310,2004,Outskirts,34.389073,-117.771551
6096,large,Three,2.5,695059,19xx,Suburbs,33.509576,
6097,10394,Three,2.0066842062122014,580566,1989,Suburbs,,-118.905667
6098,large,Three,2.5,496919,1935,,34.366044,
6099,large,Three,,306866,1905,,,-117.932235
6100,,1,2.5,256900,19xx,Uptown,33.904033,
6101,4651,,1.31171912296404,243225,,Outskirts,,
6102,,,,688636,,Suburbs,33.897313,
6103,,4,2.5,129179,19xx,Uptown,34.746089,
6104,large,,2.5,269894,19xx,Midtown,33.658109,
6105,large,3,2.5,460559,,Outskirts,,-118.098137
6106,,,1.6303172040205107,270436,1971,Uptown,34.58603,
6107,large,,2.5,124337,1967,Downtown,,
6108,,Three,2.5,486033,,Downtown,,
6109,5663,Three,2.6182593369739435,163567,,Outskirts,,
6110,,5,2.9639197163017905,431296,1928,Downtown,34.716309,-118.82732
6111,,,,671053,1942,Midtown,34.204153,
6112,,4,3.9271356916864155,461017,,Midtown,,
6113,large,4,,624418,19xx,,,
6114,8782,4,3.459455076188,694838,,Uptown,,-118.944752
6115,large,,2.215436126016075,398127,2019,Outskirts,,-117.679933
6116,large,,2.5,694241,19xx,,,-117.669705
6117,large,6,,790382,19xx,,34.219941,-118.294504
6118,5170,Three,3.1197310118051154,160365,,Midtown,,
6119,large,,,696419,,,33.682119,-118.486917
6120,9578,Three,,567020,1901,Outskirts,34.64487,
6121,4896,Three,,577804,,Downtown,,-118.808107
6122,large,,,547151,,Suburbs,,-118.000199
6123,large,1,,372311,,Outskirts,34.658038,
6124,,6,2.903641019816047,752619,19xx,,,-118.15052
6125,10880,,,718661,2002,Uptown,,-117.935804
6126,10094,,2.3865422182769667,551910,19xx,Suburbs,,
6127,,Three,,264180,1932,,34.749247,
6128,7295,Three,3.041801548198665,643441,1944,Uptown,33.540247,
6129,large,3,2.5,537109,1980,,34.492938,-118.160467
6130,8203,5,,585506,2003,Midtown,,-117.94212
6131,large,4,2.5,475913,1948,Suburbs,,
6132,9916,4,2.5,570393,,Midtown,,-118.989534
6133,8149,Three,,585667,,Midtown,33.589334,
6134,8201,,,564687,1956,Suburbs,,-117.834286
6135,large,Three,2.5,756716,,,,
6136,,Three,2.5,432257,19xx,Outskirts,,
6137,,Three,2.5357312933613447,796095,19xx,Suburbs,34.170645,-118.792059
6138,7812,,1.9883289968729216,408885,,Midtown,,-118.51051
6139,large,,1.7590459553559565,167551,,,34.638265,
6140,4306,,2.5,346652,,Outskirts,,
6141,10684,4,,544774,1905,,,-117.932674
6142,large,,2.5,462703,19xx,,,-118.295946
6143,5148,Three,,520287,,Suburbs,33.630486,
6144,8230,4,3.6118601790849385,176831,,Downtown,34.5808,-118.912489
6145,large,3,2.5,684888,,Suburbs,33.844226,
6146,large,Three,2.865621784862782,726062,,,,
6147,10439,Three,,450722,,Downtown,,
6148,,,2.5,102104,1919,Outskirts,33.80889,-118.108898
6149,7412,Three,,360239,,Midtown,,-117.882906
6150,large,,2.5,709832,1996,Outskirts,34.734759,-117.79288
6151,7935,,2.5,388564,,Downtown,,
6152,,,3.654673975232545,219244,,Midtown,33.711936,-118.586247
6153,,,2.5,279257,19xx,Downtown,,-117.523548
6154,10848,4,2.5,765220,,,,
6155,,,,787677,19xx,Suburbs,34.424638,-118.061998
6156,9239,1,2.5,311742,1988,Outskirts,34.646055,
6157,,6,,269982,19xx,Midtown,34.610792,-118.84447
6158,5602,2,2.795132229960835,322531,19xx,,,
6159,9124,,1.244079641150655,758210,,Suburbs,34.557708,
6160,,,3.8282313339783878,437470,,Outskirts,,
6161,,6,,214226,,Uptown,34.284843,
6162,large,Three,2.5,790175,1952,Uptown,34.285773,
6163,,Three,,398484,,Suburbs,,
6164,large,,2.5,486718,,Outskirts,34.075193,
6165,11699,Three,3.5140837276019274,363225,,Downtown,34.370664,-118.724935
6166,large,Three,,339654,,Suburbs,34.508994,
6167,5849,,2.4901517249105143,584021,,Outskirts,33.52,
6168,6827,,,657954,1986,Outskirts,,
6169,large,Three,,354878,19xx,Midtown,34.090022,
6170,11614,Three,,652817,,Uptown,34.315728,
6171,,,2.771283321545855,276790,,Outskirts,,
6172,large,1,,407260,1936,Uptown,,
6173,,Three,2.5,720174,,,33.912268,-118.010027
6174,large,Three,2.5,565948,19xx,Downtown,,
6175,4897,,2.5,370786,,Uptown,,
6176,large,Three,2.5,315619,1901,Downtown,34.108946,-118.744776
6177,,4,2.5,590641,1955,Suburbs,,-118.393029
6178,large,,,378698,19xx,Midtown,,
6179,9639,Three,1.3962962387589157,547919,19xx,Uptown,33.851048,-117.858053
6180,large,Three,2.5,444717,,,34.164462,
6181,11284,5,3.1461730350677986,290236,19xx,Downtown,33.904048,
6182,,4,2.5,528723,19xx,Uptown,,-118.646281
6183,large,Three,3.1311570212280877,369986,,Uptown,33.714992,-118.351775
6184,,4,,166146,,Uptown,33.747889,
6185,7383,,2.5,461388,1961,Outskirts,33.921583,
6186,10258,5,,451157,1986,Midtown,34.105903,-117.776614
6187,,,2.5,518567,,Downtown,,-118.632815
6188,11757,5,,616640,1914,Suburbs,,
6189,large,,,669263,1921,,,-118.78958
6190,large,6,2.5,196672,,Uptown,,
6191,,,,720875,19xx,Outskirts,,
6192,10570,Three,1.0296027487659911,746887,1962,,,
6193,large,,1.9616843932484547,761663,1949,Outskirts,34.186534,
6194,large,,,417185,19xx,Outskirts,34.251446,-118.171851
6195,,,,493433,2005,Suburbs,,
6196,large,Three,2.5,531024,19xx,Midtown,,
6197,9654,,,583743,,Outskirts,,
6198,,,1.9414984011217178,481453,,Suburbs,,
6199,5346,5,2.038199987501614,100505,1998,Suburbs,34.627606,
6200,large,Three,,794391,,Midtown,,-117.984808
6201,,,2.5,198704,1921,Downtown,34.799903,-117.504035
6202,,3,3.8584085056984496,336122,,,,
6203,5796,1,2.0432645055339904,345723,19xx,Uptown,,-118.186405
6204,large,,2.5,441684,,Downtown,33.651999,-118.230437
6205,,Three,2.7612013558781014,463445,2008,,,
6206,,6,2.5,560600,,Midtown,,
6207,large,Three,,733791,2015,Outskirts,,-118.698666
6208,large,Three,2.5,116529,,Outskirts,,-117.612005
6209,6006,Three,,592603,,Midtown,33.692813,
6210,,Three,2.5,534352,2003,Downtown,34.314151,-118.309728
6211,,Three,,692380,19xx,Uptown,34.750032,-118.171155
6212,,4,3.1994029067106453,663541,,,33.879658,-117.682598
6213,large,Three,,156181,,,34.148628,-118.360227
6214,,Three,2.5,631693,1950,Downtown,,
6215,9888,Three,2.597268086001015,608166,1923,Suburbs,,-118.035628
6216,large,Three,,106080,19xx,,,
6217,11275,,,567839,19xx,Midtown,34.646365,-117.973831
6218,9895,Three,2.5,489460,,,33.500275,-117.662084
6219,large,Three,,222766,,Midtown,,-117.647105
6220,large,3,2.5,713939,19xx,Uptown,34.743331,-118.551045
6221,,6,,648993,19xx,Suburbs,33.697655,-117.522083
6222,large,Three,1.4553821758782552,494248,1902,,33.698515,
6223,7802,Three,2.4520559647153712,212008,19xx,Uptown,33.960135,-118.231367
6224,large,,,717484,1983,Suburbs,33.681587,-117.988084
6225,11800,4,1.5868562503850536,546112,19xx,,34.467318,-118.551594
6226,large,4,,613445,1933,Uptown,,-118.691532
6227,10011,,,203212,1999,,34.572465,
6228,,Three,2.5,182643,,Uptown,,-118.592512
6229,9043,Three,2.2268387830675564,761450,1941,,34.307749,
6230,large,,2.5,223099,1908,Downtown,34.791274,
6231,large,1,2.5,673310,1935,,33.791368,
6232,4607,5,,287041,19xx,Suburbs,,-117.806529
6233,large,Three,2.970888757804512,255050,,,33.806283,-118.825225
6234,8494,6,2.5,338592,1942,,,
6235,large,6,2.5,252773,19xx,Suburbs,,
6236,5504,Three,,687067,,Outskirts,33.693497,
6237,large,,,110429,19xx,Outskirts,,-118.612733
6238,,Three,3.757288356020166,555314,,Uptown,,-118.434503
6239,11591,Three,2.5,637233,,Uptown,34.545517,
6240,large,2,3.573136355094628,331681,19xx,Downtown,34.124218,
6241,6383,6,,228495,19xx,Downtown,,-118.491509
6242,,4,2.235703006467992,320785,1974,Uptown,,-117.790226
6243,4030,Three,2.5,645355,1914,Suburbs,34.368089,-117.887913
6244,5227,Three,2.827471332352898,166957,2015,Outskirts,34.729317,
6245,7262,Three,3.2285763261803315,798890,19xx,Uptown,,-118.941409
6246,,,3.5536305525413274,170008,19xx,Downtown,,
6247,6152,5,,178576,1992,Suburbs,34.794923,
6248,,3,,326483,19xx,Midtown,,-118.290903
6249,,,2.3499160096276226,624075,1973,Midtown,33.519085,
6250,10821,,2.6327006579784653,479772,19xx,,34.015525,-118.670044
6251,,5,1.9908504589159044,799056,,Suburbs,,
6252,large,Three,2.5,609026,19xx,Midtown,34.072984,-118.651062
6253,7533,,,687685,19xx,Midtown,34.696489,
6254,11312,Three,,189874,,Midtown,,
6255,,6,,759473,19xx,Suburbs,,
6256,5836,3,2.5,187959,,Midtown,34.432019,-118.989086
6257,large,,,320045,1952,,34.665329,-118.471696
6258,6706,4,2.5,768633,2022,Uptown,,-117.709531
6259,large,,,790117,19xx,Outskirts,,
6260,5123,,,351746,19xx,Suburbs,34.496397,-118.679729
6261,,,,499178,1965,,,-118.804933
6262,11776,,2.5,756995,19xx,Outskirts,34.653752,-118.395601
6263,7340,,3.131167946004469,196115,19xx,,34.496633,-117.542279
6264,10399,,2.5,220571,,Uptown,,-117.867476
6265,,Three,3.3170537247514567,654040,,,34.555844,
6266,,Three,,550307,,Downtown,34.66887,-117.645559
6267,large,Three,2.4281970322666653,313983,,Suburbs,34.020713,-118.319138
6268,large,Three,,755778,1908,Uptown,34.347185,
6269,large,5,3.459313702223482,337889,,,34.401429,-117.86725
6270,large,,2.5,516839,1929,Uptown,,
6271,large,,3.8262028126899463,423912,1909,Suburbs,33.542553,
6272,large,1,,467798,19xx,Uptown,,-118.122913
6273,9723,Three,2.5,738583,19xx,Suburbs,,
6274,,4,2.5,146911,2008,Downtown,,
6275,5012,Three,,688183,19xx,Suburbs,,-117.734193
6276,5152,4,2.5,580497,,Suburbs,,-118.403349
6277,large,3,1.5707596311884022,305127,1978,Suburbs,,
6278,,,1.2047145735375242,647203,19xx,Downtown,33.806842,-118.157564
6279,large,,3.408400406840392,399096,19xx,Midtown,34.419481,
6280,large,1,2.5,729708,1923,Uptown,,-118.300679
6281,large,2,2.5,200376,,Suburbs,,
6282,,,2.5,154530,1903,Outskirts,,
6283,7656,4,,717975,1954,,33.802122,-117.592807
6284,4447,Three,,281024,,Downtown,34.113191,-117.786769
6285,,,,190379,,Downtown,34.396148,-118.041983
6286,4998,4,3.6200659166538647,178482,1960,Outskirts,,
6287,,3,2.5,672213,1900,Suburbs,,-117.841442
6288,large,Three,2.5,402070,,Uptown,33.627585,
6289,,Three,,730277,2017,,,
6290,large,Three,3.9358111602590107,283394,19xx,,,
6291,large,5,2.5,113846,,Suburbs,,
6292,5775,2,,347502,19xx,Downtown,34.418877,-117.712162
6293,,Three,,145884,1982,Midtown,34.31752,
6294,,1,,452940,19xx,Outskirts,,
6295,,,2.5,295446,1976,Uptown,34.71412,
6296,,4,2.470490654073191,736487,1944,Outskirts,33.532413,-118.785119
6297,,Three,,196974,1904,,34.321872,
6298,,Three,,458320,19xx,Outskirts,34.561529,
6299,6356,Three,1.0688523567106483,530657,1953,Midtown,,
6300,,Three,3.2324141877538177,700570,,Downtown,,
6301,large,,2.5,349467,19xx,Suburbs,,-118.680463
6302,large,,2.5,289923,19xx,Outskirts,34.243889,-118.220907
6303,large,Three,1.744325783588714,501106,19xx,Outskirts,34.213608,
6304,4464,,2.5,397643,19xx,Downtown,,
6305,large,6,,779092,1941,Uptown,,
6306,4488,,,552867,19xx,Outskirts,34.337378,-118.306718
6307,,2,2.5,738178,19xx,,34.593294,-118.304207
6308,9976,Three,1.2420034943088503,530614,19xx,Outskirts,,
6309,,,1.1604841518201656,338326,1963,,,
6310,large,,2.5,700340,,Downtown,,
6311,large,Three,2.2169100905141184,742480,19xx,Uptown,,-118.757296
6312,,Three,2.5,215183,1969,,,
6313,large,Three,,302419,2003,,33.520327,
6314,8728,,,723267,1912,Outskirts,33.52252,
6315,4986,6,3.524747536978756,253965,19xx,Uptown,33.530871,-117.583898
6316,4792,3,,301248,1907,Downtown,,
6317,,,2.5,220439,1947,Uptown,,
6318,,Three,,462202,19xx,Suburbs,,
6319,large,4,2.5,548594,19xx,Outskirts,33.961762,
6320,,Three,2.6994882774917683,200315,,Downtown,34.483657,
6321,,Three,2.5,214791,1911,Midtown,33.818849,-118.368847
6322,,,,747839,19xx,Outskirts,,-118.719903
6323,,Three,3.8502401104567054,473746,,Uptown,,
6324,9042,2,,641308,1991,Suburbs,34.224765,
6325,10237,,2.5,307908,19xx,Midtown,34.022986,
6326,,,2.9805622868150037,346105,,Midtown,,
6327,10680,,2.5,515049,,Suburbs,,-117.608188
6328,,Three,,762175,19xx,,33.661638,
6329,large,Three,,298852,2019,,34.589587,
6330,10240,Three,,495948,,,,-118.545732
6331,,6,2.5,373090,19xx,Uptown,33.509898,
6332,,1,,205357,,Uptown,34.289806,
6333,8644,,3.3811732921566584,694116,1957,Midtown,34.544931,-118.962268
6334,large,1,3.2568590393988,488835,2004,Outskirts,34.536579,
6335,,1,2.5,585398,,Uptown,,-118.814594
6336,large,,,156175,,Downtown,,-117.739033
6337,,1,2.5784541675591033,239293,,Uptown,34.699309,
6338,,,,559732,1907,Midtown,,-118.702892
6339,7264,2,3.542064955109692,596799,,Midtown,,
6340,8581,,,568780,19xx,Downtown,,
6341,large,Three,2.5,683076,1931,,,
6342,,1,3.2668479352478013,191377,19xx,Downtown,,
6343,11407,Three,1.0721597738068533,224806,1915,,34.420215,-118.643344
6344,large,Three,,786473,1925,,33.703634,-118.901519
6345,large,1,2.5,709285,,Midtown,33.587982,
6346,,6,2.3046343222598065,743206,19xx,Outskirts,,
6347,,,3.72413477769092,339986,2014,Uptown,,
6348,11781,,2.5,171876,,Midtown,34.596133,
6349,,Three,1.8646351986689875,795347,1979,,33.897131,-118.276612
6350,11079,1,2.5,206839,1960,,,-118.194848
6351,,Three,,418859,19xx,,,-118.124365
