'ID','LotSize (sq ft)','Bedrooms','Bathrooms','Price ($)','YearBuilt','Neighborhood','Latitude','Longitude'
5953,large,'?',1.368585203662195,657289,2017,Suburbs,33.693465,-118.373251
5954,5301,6,2.5,370676,1911,Outskirts,'?',-118.875389
5955,large,Three,'?',618141,'?',Uptown,'?','?'
5956,4202,3,'?',607074,1929,Midtown,'?','?'
5957,11590,Three,'?',570588,1936,Suburbs,33.737175,'?'
5958,large,'?',3.915263925567088,285645,1949,Midtown,34.127266,-118.33493
5959,large,Three,2.5,509036,19xx,Uptown,'?','?'
5960,'?',5,1.7171091492959816,562881,1925,Midtown,'?','?'
5961,'?',1,2.5,588820,1968,'?','?',-117.842613
5962,large,Three,2.5,796861,1987,Downtown,34.031185,-118.833435
5963,large,'?',2.5,740645,19xx,Outskirts,'?','?'
5964,large,Three,2.5,739503,19xx,Suburbs,'?',-118.159733
5965,'?',Three,2.4189121462810275,392905,'?',Downtown,'?',-117.827403
5966,large,2,2.6559086214065704,258237,'?',Outskirts,34.231094,-118.745394
5967,large,5,2.5,417651,19xx,Outskirts,'?','?'
5968,large,5,3.819134564305718,458148,'?',Outskirts,34.186942,-118.979536
5969,10572,Three,2.5,100703,19xx,Uptown,'?','?'
5970,large,Three,3.997186461248187,529638,1958,Outskirts,'?',-118.169279
5971,large,Three,3.767858426134093,604241,19xx,Downtown,34.349204,-118.7136
5972,large,Three,2.206329586902669,414894,'?','?',33.758682,-118.644787
5973,9655,Three,'?',119866,19xx,Downtown,33.959637,-117.788784
5974,large,'?',2.5,595138,19xx,'?','?','?'
5975,'?',Three,2.3754502806736335,646300,1950,Downtown,34.371256,-118.57796
5976,large,6,'?',556565,19xx,Downtown,'?',-117.703972
5977,'?',4,'?',368946,19xx,Uptown,'?','?'
5978,9853,'?',1.1559383416915205,470184,1982,Midtown,34.127511,'?'
5979,11768,4,2.5,572900,19xx,Uptown,'?',-117.66087
5980,large,'?','?',744851,1913,Suburbs,'?',-117.686098
5981,large,6,2.5,362704,19xx,Uptown,34.014592,-117.929046
5982,large,Three,2.7545142011531825,355104,1973,Midtown,34.588216,-117.675881
5983,'?',3,'?',572789,19xx,'?',34.556413,-118.814031
5984,'?',Three,3.6368352749356494,693719,2012,Suburbs,34.453681,'?'
5985,10225,'?',3.1182902746969274,132725,19xx,'?','?',-118.831144
5986,8352,5,3.0883987877947643,773667,'?',Uptown,'?','?'
5987,large,1,2.5,511824,2014,Midtown,34.097642,-117.703977
5988,4695,'?',1.8915153621366252,265799,'?',Downtown,34.303606,'?'
5989,'?',Three,1.7518305970954668,300599,19xx,Downtown,'?',-118.993276
5990,5819,1,2.5,162597,1980,Suburbs,'?',-118.649307
5991,5576,3,2.5,367412,1985,Outskirts,'?','?'
5992,'?',Three,2.5,366143,1979,Midtown,34.073568,-117.567433
5993,large,Three,'?',102722,19xx,'?','?',-118.665362
5994,'?','?',1.625585519000802,333970,'?','?',34.472072,'?'
5995,'?',Three,2.5,699049,'?',Suburbs,'?',-118.528243
5996,large,4,2.5,577240,1903,'?',33.985254,-117.701771
5997,'?','?',1.5638353582983244,744171,1911,Uptown,'?',-118.756614
5998,large,3,2.5,505033,'?',Midtown,'?',-118.099119
5999,large,2,3.176631458449699,549356,19xx,Outskirts,'?','?'
6000,'?',Three,3.912882875049372,422888,1932,Uptown,'?','?'
6001,'?',6,3.6984756132780556,156940,1997,Suburbs,'?','?'
6002,'?',6,2.5421565483427706,526020,'?',Downtown,'?','?'
6003,'?',3,'?',580983,1996,'?',33.874665,-117.870511
6004,8552,Three,2.5,445754,1954,Outskirts,34.079947,-118.887698
6005,'?',Three,2.5,731123,1976,Suburbs,'?',-118.371449
6006,'?',6,2.5,443420,'?',Outskirts,'?',-117.671279
6007,'?',3,'?',377694,19xx,Midtown,34.193744,'?'
6008,'?','?','?',232985,'?','?',34.72717,'?'
6009,'?',5,2.5,220624,1936,'?','?',-118.762765
6010,large,'?',3.4955298128802514,187421,19xx,Suburbs,34.088796,'?'
6011,8246,Three,'?',726418,1942,Uptown,'?','?'
6012,'?','?',2.5,314759,19xx,'?',34.414424,-118.711141
6013,'?',Three,2.5,175041,19xx,Uptown,'?',-117.98071
6014,7670,'?',2.5,790761,'?','?',34.75041,-117.534913
6015,'?',Three,'?',303543,2023,Outskirts,'?',-117.768235
6016,large,'?','?',791467,19xx,Midtown,34.625239,'?'
6017,5459,'?','?',323984,19xx,Outskirts,'?','?'
6018,9335,3,'?',760326,19xx,Outskirts,'?',-117.869927
6019,4989,3,2.345387677699943,730620,2018,Uptown,'?','?'
6020,large,Three,'?',433757,'?',Suburbs,'?','?'
6021,'?',Three,2.5,364459,'?','?',33.938766,'?'
6022,large,3,'?',489260,'?',Outskirts,'?',-118.786244
6023,8870,2,3.0127672824586527,107933,19xx,'?','?','?'
6024,9573,'?',3.0937300843349163,524891,'?',Uptown,34.376847,-118.699807
6025,'?',1,3.4191321306700955,751872,1980,Suburbs,'?',-117.551244
6026,large,6,3.918793152633959,733883,19xx,'?','?','?'
6027,'?','?',2.5,208273,1989,Suburbs,'?','?'
6028,'?',2,'?',261528,1953,Downtown,'?',-118.432949
6029,'?',2,'?',374339,'?',Suburbs,'?',-118.02615
6030,'?','?',2.5,545380,'?','?',33.685455,-118.912538
6031,9572,Three,1.85474341695909,116868,19xx,Midtown,'?','?'
6032,large,'?',1.6542642396478104,768321,'?',Midtown,'?',-118.257451
6033,large,Three,2.488204238605399,749846,'?','?',33.961437,-118.010909
6034,'?','?','?',332992,'?','?',34.346087,-118.539066
6035,'?','?',2.5,582853,'?',Midtown,33.921772,'?'
6036,large,Three,'?',319576,'?',Downtown,34.379144,-117.634827
6037,large,'?',2.5,680171,'?',Outskirts,'?',-118.987998
6038,10494,5,2.5,553661,'?',Outskirts,'?',-118.988065
6039,large,'?',2.5,271478,'?',Uptown,'?',-118.541234
6040,'?',4,2.5,488106,2000,Outskirts,34.225781,-118.882761
6041,6409,'?',1.4083475482848884,647575,19xx,'?',34.423125,'?'
6042,large,3,'?',498597,1938,Uptown,33.791719,'?'
6043,'?','?','?',432927,1978,Midtown,'?','?'
6044,large,Three,3.03887737181263,726185,19xx,Midtown,33.833339,-118.055785
6045,6035,'?',2.5,438466,1936,Downtown,33.869526,-117.815892
6046,'?','?',1.0154182849080242,674653,19xx,Suburbs,'?',-118.602073
6047,11208,6,2.5,616859,'?',Uptown,33.774719,-118.941952
6048,8173,'?',2.5,776133,'?',Downtown,34.509478,'?'
6049,large,Three,'?',514369,'?',Downtown,34.274803,-118.09461
6050,large,Three,2.5,589631,1990,Midtown,34.631401,-118.480381
6051,7581,'?','?',579902,19xx,Midtown,'?',-117.565382
6052,large,'?','?',246253,19xx,'?',34.323122,-118.199104
6053,large,6,2.5022898124323127,469107,19xx,Downtown,33.723299,'?'
6054,'?',2,2.5,213766,1972,Suburbs,33.544089,-117.822404
6055,5811,Three,'?',570564,'?',Suburbs,33.920428,'?'
6056,large,'?','?',262247,'?',Suburbs,34.778181,'?'
6057,4717,5,2.544629643454431,690155,1927,'?','?',-118.982246
6058,'?','?',2.5,264727,19xx,Suburbs,'?',-117.695917
6059,'?','?',2.5,280845,'?',Outskirts,33.563819,-118.341507
6060,large,Three,2.818655781988239,539774,19xx,Suburbs,'?','?'
6061,'?',Three,1.4607105040623238,587202,19xx,Outskirts,34.470057,-118.445413
6062,large,'?','?',679005,1958,'?',33.834441,'?'
6063,large,6,2.740606727851749,606403,19xx,Outskirts,'?','?'
6064,'?','?',2.5,723959,1904,Uptown,34.49122,-117.758492
6065,8327,4,1.5017879323509573,619662,19xx,Outskirts,34.312502,'?'
6066,'?',Three,2.5,431132,'?',Outskirts,33.549919,'?'
6067,'?',Three,2.5,545193,1924,'?','?',-118.168336
6068,'?','?','?',576781,19xx,Downtown,34.683499,-118.701026
6069,large,Three,2.5,629168,'?',Downtown,'?','?'
6070,4703,'?','?',769461,19xx,Midtown,'?','?'
6071,'?',2,'?',798409,1964,Downtown,34.603805,-117.700589
6072,large,Three,2.5,315360,'?',Midtown,34.389616,'?'
6073,'?',Three,2.5,400034,1967,Uptown,'?','?'
6074,11952,6,'?',479790,'?',Outskirts,'?','?'
6075,large,Three,2.5,393140,'?','?',34.553925,'?'
6076,'?','?',3.6422108848556296,725193,'?',Downtown,'?','?'
6077,'?',Three,1.157383449948754,188831,'?',Midtown,'?',-117.779348
6078,large,1,3.654281423382042,499718,2006,Downtown,34.752362,-118.562443
6079,5856,6,2.5,673346,1952,Outskirts,33.573808,-117.941218
6080,'?','?',2.5,768198,2008,Midtown,34.771616,-117.73536
6081,large,Three,2.5,702112,'?',Uptown,33.594424,-118.811667
6082,'?',Three,2.48359630905618,733971,'?',Uptown,34.648354,'?'
6083,7665,1,2.5,166839,1940,Downtown,'?','?'
6084,7124,Three,2.5,724784,'?',Downtown,34.626724,'?'
6085,5007,Three,1.5113825308120574,542989,1914,'?',34.012888,'?'
6086,large,1,'?',644401,19xx,Outskirts,34.296917,'?'
6087,5157,Three,'?',378846,'?',Uptown,33.669992,'?'
6088,9730,Three,'?',545757,19xx,Uptown,'?',-118.543392
6089,'?',Three,'?',182400,1997,Outskirts,34.567728,-118.537798
6090,11594,4,2.5,681015,'?',Outskirts,'?','?'
6091,5394,'?',1.456523715924907,235958,19xx,Outskirts,34.044244,'?'
6092,'?',2,3.0195710863822356,105694,'?',Midtown,33.564598,-118.885169
6093,'?','?',3.0945949785808677,307911,19xx,'?','?',-117.593295
6094,8044,'?','?',594044,19xx,Suburbs,'?','?'
6095,'?',Three,2.5,406621,1921,Uptown,34.01207,-117.602407
6096,'?','?',1.5977856385321925,325958,1975,Downtown,34.575329,'?'
6097,'?',2,2.5,332685,1979,Uptown,'?','?'
6098,'?','?',2.1759448516632025,493976,1958,Uptown,34.144443,-118.073415
6099,'?','?',2.5124683105589476,344859,19xx,Midtown,'?',-118.880739
6100,large,1,2.5,766803,'?',Uptown,34.742736,-117.609967
6101,large,Three,1.3900349572311042,757344,'?',Downtown,'?','?'
6102,large,4,'?',382528,'?',Uptown,'?','?'
6103,'?',Three,2.5,684220,19xx,Midtown,33.722538,-118.92257
6104,'?','?','?',501205,19xx,Outskirts,'?','?'
6105,9995,Three,1.3702305041956326,547053,19xx,Uptown,'?','?'
6106,5474,'?',2.5,101322,1915,Uptown,'?',-118.200731
6107,5876,Three,'?',322076,'?',Suburbs,'?',-118.756829
6108,'?',Three,3.5977376497961018,595683,19xx,'?',34.660629,-117.888504
6109,8670,'?',3.6812857610819525,531326,1902,Downtown,'?',-118.753863
6110,7627,1,'?',427901,19xx,Midtown,34.652577,-117.632657
6111,large,4,2.5,170027,'?','?',34.159522,-118.009286
6112,large,6,'?',514590,19xx,Uptown,'?','?'
6113,large,2,3.112831103729042,445973,19xx,Downtown,33.532508,'?'
6114,'?',4,'?',684873,19xx,Suburbs,'?','?'
6115,'?','?',2.1644605407635322,301548,'?','?','?',-117.732062
6116,4520,3,2.9761561548124424,722210,1992,'?','?','?'
6117,8082,'?',2.5,182329,1903,Uptown,'?',-117.676694
6118,'?',3,'?',240739,19xx,Midtown,33.528856,'?'
6119,large,4,2.247737284847594,121581,19xx,'?','?',-118.577949
6120,'?',4,1.184010737107649,447325,'?',Midtown,33.625223,-117.522048
6121,large,Three,'?',272953,'?',Midtown,33.57107,'?'
6122,'?',1,1.4235340913206147,679640,'?','?',33.613967,-117.819555
6123,9035,3,'?',291196,19xx,Uptown,'?','?'
6124,large,3,3.4533840653540215,267541,19xx,Suburbs,'?','?'
6125,large,Three,2.85583236874267,395030,1940,Suburbs,33.716366,-118.76034
6126,large,2,2.5,246065,1902,Downtown,34.514831,-118.415537
6127,7080,Three,3.4205867065733853,146137,'?',Downtown,'?','?'
6128,5343,'?','?',395665,19xx,Outskirts,'?','?'
6129,6631,'?',2.5,669718,19xx,Suburbs,'?','?'
6130,11712,5,3.1934206100916755,531361,'?',Midtown,34.10339,-118.066813
6131,large,'?','?',110754,'?',Suburbs,'?',-118.173143
6132,large,Three,'?',155270,2006,Uptown,'?','?'
6133,9498,Three,2.5,398060,2020,'?',33.636396,'?'
6134,large,Three,2.5,448324,'?',Suburbs,'?','?'
6135,large,2,'?',530871,'?',Outskirts,33.799657,-118.212555
6136,5583,1,2.5,142294,1982,Midtown,'?','?'
6137,large,1,3.0811454769492346,677527,'?',Outskirts,'?','?'
6138,large,1,3.371999539968983,451053,'?',Downtown,33.66717,'?'
6139,'?','?',2.5,662136,2005,Downtown,'?',-118.666745
6140,'?',Three,2.5,286124,1982,Suburbs,'?',-118.45184
6141,11150,Three,2.2282570986627452,774367,'?',Midtown,34.26269,'?'
6142,10890,Three,2.5,363334,19xx,'?','?',-117.736154
6143,5902,2,'?',144126,'?',Suburbs,34.25871,-117.994709
6144,large,'?',2.5,373332,'?',Uptown,'?',-118.098996
6145,'?',5,3.5792158293990637,712742,1913,Outskirts,'?','?'
6146,7444,'?',3.453871324545212,409461,'?',Outskirts,33.791327,-118.980562
6147,7086,Three,3.343068184204959,663550,19xx,Midtown,33.758732,'?'
6148,large,1,1.7511605030992023,709465,1941,Midtown,34.562087,'?'
6149,9960,'?','?',341436,19xx,Suburbs,34.45498,-117.607592
6150,8080,'?','?',451499,1915,'?',34.548924,-118.359704
6151,'?','?',1.5777197715666813,661055,19xx,Uptown,'?',-117.973566
6152,4157,2,'?',267673,'?',Midtown,'?',-118.979811
6153,large,2,'?',310809,1988,Outskirts,34.164003,'?'
6154,'?',3,3.0075365226614053,305718,1957,'?','?','?'
6155,large,1,'?',208717,19xx,Outskirts,'?',-117.552223
6156,'?',Three,'?',293059,'?',Suburbs,34.047045,'?'
6157,'?',2,2.5,507909,'?',Outskirts,'?',-118.872774
6158,large,5,2.5,379240,1996,Outskirts,34.573023,'?'
6159,large,'?','?',277267,19xx,Midtown,34.39631,'?'
6160,8450,6,2.5,147418,1968,'?',34.118668,'?'
6161,large,'?','?',743958,19xx,Midtown,34.212776,'?'
6162,large,Three,3.719906206199935,678987,1960,'?','?',-118.537298
6163,11421,2,3.3946847273857976,398694,'?',Midtown,'?','?'
6164,'?',Three,2.5,674905,1920,Uptown,34.621529,'?'
6165,'?',5,1.88243625617953,728890,19xx,Uptown,'?',-118.853178
6166,7182,4,2.5,662536,1993,Uptown,34.742349,-118.247639
6167,'?',3,1.204987623308809,393538,19xx,Uptown,'?','?'
6168,large,3,'?',573663,19xx,Suburbs,'?',-117.783305
6169,large,6,2.5,140133,19xx,Downtown,33.707276,'?'
6170,large,Three,2.5,715510,'?',Suburbs,'?',-118.223757
6171,large,Three,1.569513205165877,636396,'?','?','?',-117.510141
6172,'?',4,'?',739050,'?',Downtown,'?',-118.095801
6173,9910,Three,'?',600434,1946,Outskirts,34.78829,-118.072656
6174,'?','?','?',788659,19xx,Uptown,'?',-118.715854
6175,'?',Three,'?',401452,'?',Suburbs,33.719961,'?'
6176,large,'?',2.233863022919569,646036,'?',Uptown,33.752531,'?'
6177,large,1,2.5,755429,19xx,Uptown,'?',-118.294501
6178,'?',5,1.7711415745323125,391162,2012,Suburbs,33.671315,'?'
6179,large,1,1.4169783927961912,521893,1909,Downtown,34.20148,-118.939431
6180,'?','?',2.5,737346,2014,Suburbs,'?',-118.272666
6181,large,Three,'?',135006,'?',Midtown,'?',-118.572389
6182,large,'?','?',540817,19xx,Suburbs,'?',-118.42672
6183,'?',Three,2.5,240116,2015,Suburbs,'?','?'
6184,'?',4,2.5,689581,'?',Outskirts,34.423002,-118.375547
6185,large,'?',3.381923145368702,752245,1924,Uptown,33.528333,'?'
6186,large,'?','?',278367,'?','?',34.340823,'?'
6187,'?','?','?',428597,'?','?',34.342587,'?'
6188,'?',Three,2.5,703133,1987,Suburbs,33.701313,'?'
6189,'?',5,3.357496115358166,320198,1959,Suburbs,'?',-118.38487
6190,large,Three,3.378214205027638,386285,'?',Downtown,'?','?'
6191,large,1,3.3376552583191503,395486,2019,'?',34.201156,'?'
6192,7875,5,2.5,576159,19xx,Suburbs,34.027984,-118.085787
6193,'?','?','?',263902,1973,Downtown,'?',-118.32022
6194,5380,2,2.5,349933,19xx,'?','?',-118.183839
6195,large,Three,'?',133085,1990,'?',34.650378,-118.475342
6196,large,'?','?',346526,19xx,Suburbs,33.83731,'?'
6197,large,Three,'?',572593,'?',Outskirts,34.38292,-117.769511
6198,large,6,3.381681416800353,518699,'?',Suburbs,'?','?'
6199,9321,'?','?',509035,2005,'?','?',-118.4725
6200,7935,Three,'?',533572,'?',Outskirts,33.965906,'?'
6201,5894,1,3.952297978165869,710186,'?',Outskirts,'?',-118.228918
6202,9477,1,2.5,458437,'?',Outskirts,'?',-117.976902
6203,5104,1,2.5,625679,2016,Suburbs,'?','?'
6204,'?',Three,2.1578536853783223,222727,19xx,Suburbs,'?','?'
6205,6550,6,3.248238068964664,728605,19xx,Uptown,'?','?'
6206,large,'?','?',583288,'?','?','?','?'
6207,8620,5,2.5,693817,2000,Downtown,33.596372,-118.067781
6208,11875,2,2.5,372158,19xx,Suburbs,34.306988,'?'
6209,large,Three,2.5,658769,'?','?',33.691089,'?'
6210,large,4,'?',755738,1955,Suburbs,'?',-117.623981
6211,6845,'?',2.5,608862,19xx,Suburbs,33.600544,-118.505857
6212,11221,3,'?',322277,19xx,Downtown,'?','?'
6213,'?',Three,'?',717179,'?',Suburbs,34.77925,-118.95154
6214,6960,3,2.5,638265,'?','?',34.589203,'?'
6215,'?','?',2.5,623419,1923,Uptown,'?',-117.706256
6216,large,4,3.725099228360505,406972,'?',Downtown,34.420315,'?'
6217,'?',4,2.5,299360,1992,Midtown,33.645883,-118.222324
6218,large,'?','?',158338,1904,Midtown,34.440341,-118.256029
6219,6275,3,2.5,751130,1905,Downtown,34.532061,-117.619862
6220,large,Three,2.4643125622675397,745071,19xx,'?',34.574802,-118.908379
6221,'?',Three,2.5,533745,1911,Downtown,33.91099,-117.895606
6222,'?','?',2.1690822018608844,711634,1944,'?','?',-118.999581
6223,10152,Three,2.5,130970,'?',Suburbs,'?','?'
6224,large,'?',2.734567386404645,102789,'?',Outskirts,'?',-118.996099
6225,'?','?',2.5,717256,19xx,Uptown,'?','?'
6226,large,Three,'?',530821,1974,Suburbs,'?','?'
6227,7779,2,1.599285422859241,149211,1927,Outskirts,'?','?'
6228,large,Three,'?',694883,2023,Outskirts,34.209495,'?'
6229,'?',2,2.5,463787,1971,Outskirts,'?','?'
6230,large,Three,'?',739830,19xx,Suburbs,34.398719,-117.591361
6231,11580,Three,2.5,690847,'?',Midtown,'?',-118.902336
6232,large,Three,1.656162818616337,426427,'?',Midtown,33.67619,-118.395101
6233,5542,Three,2.8937139779299,155614,19xx,Midtown,33.816059,'?'
6234,'?','?',2.1257630212797824,348807,'?',Outskirts,34.765153,-117.560581
6235,'?','?',2.4222444965639864,699503,1962,Outskirts,'?','?'
6236,large,'?',2.747027140158939,311169,'?','?','?',-118.047843
6237,11083,4,'?',708439,19xx,Uptown,33.957554,-118.402484
6238,5663,'?',2.5,372532,'?',Midtown,34.006313,-118.858557
6239,4373,2,'?',494658,19xx,Outskirts,'?',-118.980046
6240,11518,5,3.66841191145098,523369,'?',Midtown,34.142193,'?'
6241,'?','?',2.9831386868469956,561717,19xx,Outskirts,33.751365,-118.746153
6242,'?',4,2.5,587540,'?',Downtown,'?',-118.649848
6243,'?',4,2.5,349172,19xx,Uptown,'?','?'
6244,'?','?',2.5,308823,19xx,Outskirts,'?','?'
6245,'?',4,2.5,226995,'?',Outskirts,'?',-118.134956
6246,'?',Three,2.5,622080,1911,Midtown,34.017365,-118.279144
6247,large,'?',2.5,504294,1963,Outskirts,33.508581,-118.840034
6248,4549,6,2.5,661232,19xx,'?',33.820589,'?'
6249,'?',6,'?',723838,'?',Suburbs,34.446401,-117.938889
6250,5798,Three,3.4146065279142546,114672,'?',Midtown,'?',-117.862911
6251,11974,Three,2.5,132938,'?',Outskirts,34.117037,'?'
6252,large,2,2.964095088631323,740735,19xx,'?','?','?'
6253,large,Three,3.8272247806977244,233885,2000,'?','?','?'
6254,large,Three,2.5,564034,'?',Uptown,'?',-117.650368
6255,large,2,'?',207641,1963,Midtown,34.297643,-117.601962
6256,5171,'?','?',230207,'?',Suburbs,33.789318,-117.573008
6257,large,'?','?',426966,2021,Uptown,34.49447,'?'
6258,7553,'?','?',452243,1932,Downtown,'?','?'
6259,'?','?',2.5,460752,2020,Suburbs,'?','?'
6260,'?',Three,'?',409700,1910,Outskirts,33.665585,'?'
6261,'?',Three,3.4068491230114164,121258,1990,Downtown,'?','?'
6262,'?',5,1.7731585833700132,409846,1935,Midtown,34.491553,'?'
6263,'?',3,'?',264357,2000,'?','?','?'
6264,large,3,3.393844031873411,226888,'?',Uptown,'?',-118.301486
6265,4236,'?',2.5,338053,1988,Midtown,34.589815,'?'
6266,large,'?','?',274142,19xx,Outskirts,'?','?'
6267,'?',1,'?',164214,19xx,Outskirts,33.821039,-118.892144
6268,'?',4,2.5,533105,'?',Suburbs,34.43863,'?'
6269,'?',6,3.066894637347372,743451,'?',Midtown,33.898051,'?'
6270,'?',6,'?',412489,1974,Suburbs,'?','?'
6271,'?',6,'?',331660,19xx,Uptown,33.758826,'?'
6272,large,1,3.3397770514914717,695076,'?','?','?','?'
6273,6862,'?','?',612559,1994,Midtown,'?',-117.543647
6274,10459,'?','?',133802,19xx,Suburbs,33.924872,-117.816491
6275,'?',Three,2.5,215404,19xx,Downtown,'?','?'
6276,9730,Three,'?',690020,19xx,Downtown,34.091363,'?'
6277,'?','?','?',125462,19xx,Uptown,33.592898,'?'
6278,large,'?',3.425182295794319,798830,'?',Downtown,'?','?'
6279,large,4,'?',746763,1957,Midtown,'?',-118.073542
6280,10298,6,'?',271811,'?',Downtown,33.994543,-118.456522
6281,10487,4,'?',164479,'?',Uptown,'?',-118.559468
6282,large,2,3.264190584142801,275594,1971,Uptown,33.579837,-117.821058
6283,11356,1,2.5,574406,19xx,'?','?',-117.961313
6284,4368,'?','?',340676,19xx,Outskirts,34.553529,-117.663506
6285,11866,Three,'?',554017,'?',Outskirts,33.612861,-118.309969
6286,10395,Three,'?',519097,19xx,Midtown,34.401536,-117.817096
6287,large,5,'?',445487,1964,Suburbs,'?','?'
6288,'?','?','?',308826,'?',Suburbs,'?','?'
6289,large,Three,'?',506068,19xx,'?',34.638321,'?'
6290,large,'?',2.5,155094,1951,Uptown,33.57172,'?'
6291,large,2,2.5,376338,2014,Downtown,'?','?'
6292,large,2,2.5,501191,19xx,Midtown,'?',-117.821812
6293,large,3,2.7806076885640434,554706,1939,'?','?',-117.516679
6294,6432,'?',3.5686063507847057,730350,19xx,Outskirts,'?','?'
6295,large,3,2.5,517593,19xx,Outskirts,34.336588,-118.832588
6296,4434,Three,2.5,405473,2002,'?','?',-118.108732
6297,'?','?',2.7283579259700073,772304,1939,'?',34.241448,-118.537831
6298,7356,'?',2.5,259305,1903,'?','?','?'
6299,large,'?',3.3061860865077377,423007,19xx,'?','?','?'
6300,large,5,1.042674620433579,711574,2017,Uptown,'?',-117.792323
6301,large,Three,'?',360651,'?',Uptown,33.777183,-118.533948
6302,'?','?',2.5,460681,19xx,'?',34.606911,-118.892493
6303,large,Three,2.5,330746,19xx,Uptown,33.820685,-117.710303
6304,'?','?','?',336929,1957,Outskirts,'?',-118.377628
6305,'?','?',2.5,435779,19xx,Outskirts,34.582691,'?'
6306,7408,Three,'?',227083,19xx,'?','?',-118.792188
6307,large,'?','?',479205,19xx,'?',34.634147,-118.052643
6308,large,'?',1.3410600083498236,709748,'?',Midtown,33.620181,'?'
6309,'?',5,1.0741558774038324,348404,1920,'?',33.719783,'?'
6310,large,Three,2.5,752308,1952,Uptown,33.877469,'?'
6311,5308,Three,1.3199965689475195,745112,2003,Outskirts,'?','?'
6312,large,'?','?',285636,19xx,Uptown,'?','?'
6313,'?','?',2.6909766176904752,492902,1908,Outskirts,'?','?'
6314,10805,4,2.5,770346,'?',Outskirts,33.644269,'?'
6315,11925,Three,'?',734271,1959,'?','?',-118.881836
6316,'?',Three,3.1263796154807086,143512,1987,Uptown,'?',-118.72284
6317,large,'?',2.5,600128,1965,Outskirts,'?','?'
6318,8729,Three,1.9495066331006403,196617,'?',Outskirts,34.121487,'?'
6319,large,Three,2.5,132959,1934,'?','?',-117.586472
6320,'?',5,3.0610074531136275,590252,1998,Midtown,'?','?'
6321,11527,'?','?',719999,1947,'?','?','?'
6322,'?','?','?',386806,1902,Uptown,'?','?'
6323,'?','?',2.5632446139704452,120463,1942,Uptown,'?','?'
6324,large,Three,2.0586652131753773,626023,'?',Uptown,34.604031,'?'
6325,'?',Three,2.5,704138,1923,Suburbs,'?',-118.345663
6326,'?',4,'?',762360,19xx,Uptown,34.178072,'?'
6327,large,Three,1.1867468117045177,554449,'?',Outskirts,'?','?'
6328,large,'?',2.5,499527,1961,Outskirts,34.378934,-118.861612
6329,4553,'?',2.5,577207,19xx,Suburbs,34.421534,-118.228182
6330,large,'?',2.406904068873869,112991,19xx,Outskirts,'?',-118.708203
6331,'?','?','?',701082,1903,Midtown,'?','?'
6332,large,'?',2.5,692287,'?',Midtown,33.885151,-117.807354
6333,10943,'?','?',129048,19xx,Outskirts,33.682789,'?'
6334,9131,'?',2.5,340510,19xx,Suburbs,33.660188,-118.845446
6335,8892,Three,'?',509079,19xx,Uptown,34.117038,-118.584996
6336,large,4,3.3499196841794765,527875,'?',Suburbs,34.448907,-118.337813
6337,'?',6,'?',770649,'?','?','?',-118.229141
6338,large,'?',2.5,628806,'?',Outskirts,33.641326,-118.196532
6339,11620,2,'?',161053,19xx,Midtown,34.498635,-118.590893
6340,'?',Three,'?',571884,19xx,'?','?',-117.607814
6341,'?',1,2.5,741916,1907,Outskirts,'?',-117.972073
6342,large,4,2.5,506403,1932,Downtown,33.872071,-117.742854
6343,'?',Three,3.9767642893813218,739271,'?',Uptown,'?','?'
6344,'?',2,2.9098251911785944,354367,'?',Suburbs,34.15548,-118.081555
6345,'?','?','?',354770,'?','?',34.569387,'?'
6346,large,5,2.5,335519,19xx,Suburbs,34.114506,'?'
6347,large,2,3.139993755953836,262400,19xx,Downtown,'?','?'
6348,'?','?',2.5,501030,19xx,Uptown,'?','?'
6349,'?','?',2.5,194513,2022,Midtown,34.381662,'?'
6350,'?',3,'?',697297,1977,Uptown,'?',-118.471999
6351,'?',Three,2.5,752969,19xx,'?',34.180042,'?'
6352,'?',4,2.5,316884,1914,Downtown,'?','?'
6353,large,'?','?',610215,19xx,Uptown,34.604945,'?'
6354,11373,'?','?',168403,'?',Suburbs,33.679536,-118.611519
6355,'?',5,2.8582917216306676,548674,19xx,Uptown,'?','?'
6356,'?','?',3.354392377371073,716788,1981,Suburbs,34.555999,'?'
6357,'?',Three,2.5,362290,19xx,Midtown,34.799315,-118.466175
6358,'?',3,'?',526616,'?',Downtown,'?','?'
6359,9123,'?',3.7093438358189803,491479,'?',Suburbs,34.245591,'?'
6360,large,4,2.3845014378279314,599643,'?',Downtown,34.285924,'?'
6361,large,4,'?',433408,1927,Outskirts,'?',-117.595235
6362,large,'?',2.6943151282657003,739344,'?',Outskirts,'?',-118.22601
6363,11135,6,2.5,494063,19xx,Downtown,'?','?'
6364,4180,Three,3.692163397518415,317872,'?',Uptown,'?','?'
6365,large,6,2.5,732621,'?',Suburbs,33.564961,-117.83868
6366,large,'?',2.2440006843014153,222283,1990,Outskirts,'?','?'
6367,large,'?',2.5,333833,19xx,'?',34.497955,-117.706915
6368,large,Three,'?',271927,2010,Downtown,'?',-117.879746
6369,'?','?','?',553269,'?',Midtown,33.882581,-118.061251
6370,large,Three,3.3945134482993558,577536,'?',Outskirts,'?',-117.659404
6371,'?',6,2.5,745133,19xx,Downtown,34.754504,-118.094422
6372,large,1,'?',666772,19xx,Uptown,'?','?'
